Id,Country ,City ,Borough,Zipcode,Zone,On street,Cross street 1,Cross street 2,Community Board,Council District,Reservation Date,Franchisee Name ,Status,Pole Class,Latitude,Longitude,X Coord.,Y Coord.
21260,USA,New York,Manhattan,10027,B,Riverside Drive,W 122 Street,W 120 Street,109,7,6/21/2019,Mobilitie I,Proposed,CITY,40.8122697,-73.9631774,994443,235211
17825,USA,New York,Manhattan,10027,B,Broadway,W 121st St,W 120th St,109,7,12/22/2017,Crown Castle Fiber,Approved,CITY,40.8110779,-73.9614369,994925,234777
17822,USA,New York,Manhattan,10027,B,Broadway,W 120th St,W 116th St,109,7,12/22/2017,Crown Castle Fiber,Approved,CITY,40.8094454,-73.9630742,994472,234182
17557,USA,New York,Manhattan,10027,B,Broadway,La Salle St,Tiemann Pl,109,7,12/22/2017,Crown Castle Fiber,Approved,CITY,40.8139429,-73.9598023,995377,235821
17436,USA,New York,Manhattan,10027,B,Broadway,W 130th St,W 131st St,109,7,12/12/2017,Crown Castle NG,Approved,CITY,40.8168925,-73.9571668,996106,236896
17396,USA,New York,Manhattan,10027,B,W 122nd St,Claremont Ave,Broadway,109,7,12/12/2017,Crown Castle NG,Approved,CITY,40.8121513,-73.9620395,994758,235168
17290,USA,New York,Manhattan,10027,B,Amsterdam Av,W 125th St,La Salle St,109,7,12/12/2017,Crown Castle NG,Proposed,CITY,40.8131511,-73.9562986,996347,235533
17270,USA,New York,Manhattan,10027,B,La Salle St,Amsterdam Ave,Broadway,109,7,12/12/2017,Crown Castle NG,Installed,CITY,40.8129541,-73.9577835,995936,235461
17267,USA,New York,Manhattan,10027,B,W 120th St,Amsterdam Ave,Morningside Dr.,109,7,12/12/2017,Crown Castle NG,Approved,CITY,40.8093754,-73.9590465,995587,234157
17263,USA,New York,Manhattan,10027,B,Amsterdam Ave,W 116th St,W 115th St,109,7,12/12/2017,Crown Castle NG,Installed,CITY,40.8067604,-73.9612371,994981,233204
16968,USA,New York,Manhattan,10027,B,Riverside Dr,Tiemann Pl,W 122nd St,109,7,12/2/2017,Crown Castle Solutions,Approved,CITY,40.8141741,-73.9616916,994854,235905
16215,USA,New York,Manhattan,10027,B,Amsterdam Ave,W 133rd St,W 131st St,109,7,12/12/2017,Crown Castle NG,Installed,CITY,40.8175498,-73.9533729,997156,237136
14357,USA,New York,Manhattan,10027,B,MORNINGSIDE AV,W 126 ST,W 127 ST,109,7,11/8/2016,ExteNet I,Installed,CITY,40.8121565,-73.9535718,997102,235171
14324,USA,New York,Manhattan,10027,B,LA SALLE ST,CLAREMONT AV,BROADWAY,109,7,11/8/2016,ExteNet I,Installed,CITY,40.8140749,-73.9606331,995147,235869
14323,USA,New York,Manhattan,10027,B,W 116 ST,CLAREMONT AV,BROADWAY,109,7,11/8/2016,ExteNet I,Installed,CITY,40.8084468,-73.9647148,994018,233818
14315,USA,New York,Manhattan,10027,B,AMSTERDAM AV,W 118 ST,W 117 ST,109,7,11/8/2016,ExteNet I,Installed,CITY,40.808116,-73.9602393,995257,233698
13789,USA,New York,Manhattan,10027,B,W 125th St,St Clair Pl,12th Ave,109,7,10/24/2016,Mobilitie II,Approved,CITY,40.817286,-73.9599195,995344,237039
10933,USA,New York,Manhattan,10027,B,Claremont Ave,W 119th St,W 118th St,109,7,10/2/2015,Crown Castle NG,Installed,CITY,40.8102662,-73.9634495,994368,234481
10913,USA,New York,Manhattan,10027,B,W 114 St,Broadway,Amsterdam Ave,109,7,10/2/2015,Crown Castle NG,Installed,CITY,40.8063413,-73.9638165,994267,233051
10143,USA,New York,Manhattan,10027,B,La Salle st,Broadway,Amsterdam Ave,109,7,9/11/2014,Crown Castle NG,Installed,CITY,40.8132589,-73.9581771,995827,235572
10142,USA,New York,Manhattan,10027,B,Broadway,La Salle st,Tiemann Pl,109,7,9/11/2014,Crown Castle NG,Installed,CITY,40.8143516,-73.9590362,995589,235970
10141,USA,New York,Manhattan,10027,B,Broadway,W 122nd st,La Salle st,109,7,9/11/2014,Crown Castle NG,Installed,CITY,40.812601,-73.9607857,995105,235332
10140,USA,New York,Manhattan,10027,B,Claremont Ave,La salle st,Tiemann Pl,109,7,9/11/2014,Crown Castle NG,Installed,CITY,40.814311,-73.9607089,995126,235955
10139,USA,New York,Manhattan,10027,B,Tiemann Pl,Riverside Dr,Claremont Ave,109,7,9/11/2014,Crown Castle NG,Installed,CITY,40.8159577,-73.9604586,995195,236555
10137,USA,New York,Manhattan,10027,B,Broadway,W 120th st,Tiemann Pl,109,7,9/11/2014,Crown Castle NG,Installed,CITY,40.8107214,-73.9621596,994725,234647
10080,USA,New York,Manhattan,10027,B,Broadway,W 120th st,W 116th st,109,7,9/11/2014,Crown Castle NG,Installed,CITY,40.8093245,-73.9627383,994565,234138
10079,USA,New York,Manhattan,10027,B,W 120th st,Broadway,Amsterdam Ave,109,7,9/11/2014,Crown Castle NG,Installed,CITY,40.8100046,-73.9609896,995049,234386
10078,USA,New York,Manhattan,10027,B,Amsterdam Ave,W 120th st,W 119th st,109,7,9/11/2014,Crown Castle NG,Installed,CITY,40.8093124,-73.9593825,995494,234134
10077,USA,New York,Manhattan,10027,B,Amsterdam Ave,W 118th st,W 119th st,109,7,9/11/2014,Crown Castle NG,Installed,CITY,40.808168,-73.9599467,995338,233717
10076,USA,New York,Manhattan,10027,B,Amsterdam Ave,W 116th st,W 118th st,109,7,9/11/2014,Crown Castle NG,Installed,CITY,40.8069333,-73.9611142,995015,233267
21516,USA,New York,Manhattan,10027,B,W 130 ST,CONVENT AVE,ST NICHOLAS,109,9,7/6/2019,Extenet II,Approved,CITY,40.8146508,-73.9521358,997499,236080
17584,USA,New York,Manhattan,10027,B,Convent Ave,W 135th St,W 133rd St,109,9,12/22/2017,Crown Castle Fiber,Approved,CITY,40.81832,-73.9508614,997851,237417
17258,USA,New York,Manhattan,10027,B,W 127th St,St Nicholas Terrace,St Nicholas Ave,109,9,12/12/2017,Crown Castle NG,Approved,CITY,40.8122382,-73.9521664,997491,235201
16051,USA,New York,Manhattan,10027,B,W 125th St,Morningside Ave,St Nicholas Ave,109,9,12/12/2017,Crown Castle NG,Approved,CITY,40.8112399,-73.9539373,997001,234837
15206,USA,New York,Manhattan,10027,B,St. Nicholas Terrace,W 128th Street,W 127th Street,109,9,11/22/2017,Mobilitie I,Installed,CITY,40.8128446,-73.9517542,997605,235422
13248,USA,New York,Manhattan,10027,B,Convent Ave,W 129th St,W 130th St,109,9,9/9/2016,Crown Castle NG,Proposed,CITY,40.814352,-73.9530031,997259,235971
13247,USA,New York,Manhattan,10027,B,Convent Ave,W 130th St,W 131st St,109,9,9/9/2016,Crown Castle NG,Proposed,CITY,40.8151947,-73.9530386,997249,236278
21141,USA,New York,Manhattan,10027,B,Malcolm X Blvd/Lenox Ave,W 127th St,W 126th St,110,9,7/15/2019,ZenFi,Approved,CITY,40.8090757,-73.9447417,999547,234050
17872,USA,New York,Manhattan,10027,B,Adam Clayton Powell Jr Blvd,W 133rd St,W 132nd St,110,9,12/31/2017,Crown Castle Fiber,Proposed,CITY,40.8138762,-73.9445282,999605,235799
17865,USA,New York,Manhattan,10027,B,Adam Clayton Powell Jr Blvd,W 127th St,W 128th St,110,9,12/31/2017,Crown Castle Fiber,Installed,CITY,40.8102736,-73.947161,998877,234486
17818,USA,New York,Manhattan,10027,B,St Nicholas Av,W 125th St,W 126th St,110,9,12/31/2017,Crown Castle Fiber,Proposed,CITY,40.8110882,-73.9522251,997475,234782
17814,USA,New York,Manhattan,10027,B,Adam Clayton Powell Jr Blvd,W 120th St,W 121st St,110,9,12/31/2017,Crown Castle Fiber,Approved,CITY,40.8057901,-73.9504372,997971,232852
17565,USA,New York,Manhattan,10027,B,Frederick Douglass Blvd,W 127th St,W 128th St,110,9,12/31/2017,Crown Castle Fiber,Installed,CITY,40.8115814,-73.9502812,998013,234962
17398,USA,New York,Manhattan,10027,B,St Nicholas Ave,W 129th St,W 133rd St,110,9,12/21/2017,Crown Castle NG,Approved,CITY,40.8141392,-73.9494809,998234,235894
16210,USA,New York,Manhattan,10027,B,Malcolm X Blvd,W 132nd St,W 131st St,110,9,12/21/2017,Crown Castle NG,Approved,CITY,40.8121816,-73.9424488,1000181,235182
16208,USA,New York,Manhattan,10027,B,Malcolm X Blvd,W 129th St,W 128th St,110,9,12/21/2017,Crown Castle NG,Approved,CITY,40.8103132,-73.9438123,999804,234501
14248,USA,New York,Manhattan,10027,B,FREDERICK DOUGLASS BLVD,W 124 ST,W 123 ST,110,9,10/21/2016,Extenet II,Installed,CITY,40.8092272,-73.9519952,997539,234104
14245,USA,New York,Manhattan,10027,B,5 AVE,E 127 ST,E 128 ST,110,9,10/21/2016,Extenet II,Installed,CITY,40.8078115,-73.9413472,1000487,233590
14206,USA,New York,Manhattan,10027,B,FREDERICK DOUGLASS BLVD,W 132 ST,W 131 ST,110,9,10/21/2016,Extenet II,Installed,CITY,40.8144761,-73.9478983,998672,236017
14204,USA,New York,Manhattan,10027,B,W 126 ST,7 AVE,LENOX AV,110,9,10/21/2016,Extenet II,Installed,CITY,40.8091591,-73.9468693,998958,234080
14192,USA,New York,Manhattan,10027,B,7 AVE,W 127 ST,W 126 ST,110,9,10/21/2016,Extenet II,Installed,CITY,40.8101309,-73.9472731,998846,234434
14188,USA,New York,Manhattan,10027,B,W 122 ST,FREDRICK DOULGAS BLVD,ADAM C POWELL BLVD,110,9,10/21/2016,Extenet II,Installed,CITY,40.8080277,-73.9519563,997550,233667
13956,USA,New York,Manhattan,10027,B,St Nicholas Ave,W 133rd St,W 129th St,110,9,11/5/2016,Mobilitie II,Installed,CITY,40.815566,-73.9485766,998484,236414
13421,USA,New York,Manhattan,10027,B,Frederick Douglass Blvd,W 124th St,W 123rd St,110,9,9/22/2016,Crown Castle NG,Installed,CITY,40.8094604,-73.9518397,997582,234189
13420,USA,New York,Manhattan,10027,B,Lenox Ave,W 125th St,W 124th St,110,9,9/22/2016,Crown Castle NG,Installed,CITY,40.8077423,-73.9457001,999282,233564
13419,USA,New York,Manhattan,10027,B,Lenox Ave,W 124th St,W 123rd St,110,9,9/22/2016,Crown Castle NG,Installed,CITY,40.807081,-73.9461702,999152,233323
13417,USA,New York,Manhattan,10027,B,W 125th St,7th Ave,Frederick Douglas Blvd,110,9,9/22/2016,Crown Castle NG,Installed,CITY,40.8091379,-73.9485057,998505,234072
13416,USA,New York,Manhattan,10027,B,7th Ave,W 126th St,W 125th St,110,9,9/22/2016,Crown Castle NG,Installed,CITY,40.8094861,-73.9477505,998714,234199
13402,USA,New York,Manhattan,10027,B,5th Ave,W 126th St,W 127th St,110,9,9/22/2016,Crown Castle NG,Installed,CITY,40.8071914,-73.9417993,1000362,233364
11023,USA,New York,Manhattan,10027,B,Frederick Douglass Blvd,W 124th St,W 123rd St,110,9,10/16/2015,Crown Castle NG,Installed,CITY,40.8093835,-73.9516194,997643,234161
11022,USA,New York,Manhattan,10027,B,Frederick Douglass Blvd,W 126th St,W 125th St,110,9,10/16/2015,Crown Castle NG,Proposed,CITY,40.8107362,-73.950625,997918,234654
11017,USA,New York,Manhattan,10027,B,Frederick Douglass Blvd,W 125th St,W 124th St,110,9,10/16/2015,Crown Castle NG,Proposed,CITY,40.8101052,-73.951366,997713,234424
10979,USA,New York,Manhattan,10027,B,Fredrick douglass Blvd,W 123rd St,W 122nd St,110,9,10/16/2015,Crown Castle NG,Proposed,CITY,40.8088458,-73.9522809,997460,233965
10977,USA,New York,Manhattan,10027,B,7th Avenue,W 124th st,W 123rd St,110,9,10/16/2015,Crown Castle NG,Installed,CITY,40.8081691,-73.9487015,998451,233719
10331,USA,New York,Manhattan,10027,B,W 124th st,Adam Clayton Powell Jr Blvd,Lenox Ave,110,9,9/26/2014,Crown Castle NG,Installed,CITY,40.8077485,-73.9473689,998820,233566
10329,USA,New York,Manhattan,10027,B,W 124th st,5th Ave,Mt Morris Park West,110,9,9/26/2014,Crown Castle NG,Installed,CITY,40.805836,-73.9428227,1000079,232870
10327,USA,New York,Manhattan,10027,B,Adam Clayton Powell Jr Blvd,W 121st st,W120th st,110,9,9/26/2014,Crown Castle NG,Installed,CITY,40.8062813,-73.950072,998072,233031
17820,USA,New York,Manhattan,10027,B,W 124th St,Mt Morris Park W,5th Ave,111,9,12/31/2017,Crown Castle Fiber,Approved,CITY,40.8061055,-73.9437472,999823,232968
17531,USA,New York,Manhattan,10027,B,E 120th St,Madison Ave,5th Ave,111,9,12/31/2017,Crown Castle Fiber,Approved,CITY,40.8028639,-73.943591,999867,231787
10324,USA,New York,Manhattan,10027,B,Madison Ave,E 122nd st,E 121st st,111,9,9/26/2014,Crown Castle NG,Installed,CITY,40.8038074,-73.9422465,1000239,232131
10321,USA,New York,Manhattan,10027,B,Mt Morris Park West,W 122nd st,W 121st st,111,9,9/26/2014,Crown Castle NG,Installed,CITY,40.8050741,-73.9451496,999435,232592
18666,USA,New York,Manhattan,10028,A,3rd Avenue,E 85th Street,E 86th Street,108,5,1/28/2018,Mobilitie II,Installed,CITY,40.7782622,-73.9545631,996834,222822
17666,USA,New York,Manhattan,10028,A,East 86th St,2nd Ave,3rd Ave,108,5,12/22/2017,Crown Castle NG,Proposed,CITY,40.7782285,-73.9527939,997324,222810
15603,USA,New York,Manhattan,10028,A,3rd Avenue,E 81st Street,E 80th Street,108,5,1/28/2018,Mobilitie II,Approved,CITY,40.7755813,-73.956511,996295,221845
13739,USA,New York,Manhattan,10028,A,E80 ST,2 AVE,3 AVE,108,5,10/7/2016,Extenet II,Installed,CITY,40.774277,-73.955046,996701,221370
13680,USA,New York,Manhattan,10028,A,E 81 ST,EAST END AVE,YORK AVE,108,5,10/7/2016,Extenet II,Installed,CITY,40.7722431,-73.9482526,998583,220630
12657,USA,New York,Manhattan,10028,A,E End Ave,82nd St,81st St,108,5,9/9/2016,Crown Castle Fiber,Installed,CITY,40.7722231,-73.9466208,999035,220623
12656,USA,New York,Manhattan,10028,A,1st Ave,E 84th St,E 83rd St,108,5,9/9/2016,Crown Castle Fiber,Installed,CITY,40.7754416,-73.9502721,998023,221795
12653,USA,New York,Manhattan,10028,A,3rd Ave,E 85th St,E 86th St,108,5,9/9/2016,Crown Castle Fiber,Approved,CITY,40.7785174,-73.9543751,996886,222915
12646,USA,New York,Manhattan,10028,A,E 84th St,3rd Ave,Lexington Ave,108,5,9/9/2016,Crown Castle Fiber,Installed,CITY,40.7777054,-73.9555275,996567,222619
12641,USA,New York,Manhattan,10028,A,E 86th St,3rd Ave,2nd Ave,108,5,9/9/2016,Crown Castle Fiber,Installed,CITY,40.7784839,-73.9529273,997287,222903
12639,USA,New York,Manhattan,10028,A,1st Ave,E 86th St,E 85th St,108,5,9/9/2016,Crown Castle Fiber,Installed,CITY,40.7767257,-73.9493432,998280,222263
10338,USA,New York,Manhattan,10028,A,2nd Ave,E 82nd St,E 83rd St,108,5,9/26/2014,Crown Castle NG,Installed,CITY,40.7753112,-73.9534603,997140,221747
10256,USA,New York,Manhattan,10028,A,1st Ave,E 83rd st,E 84th st,108,5,9/26/2014,Crown Castle NG,Installed,CITY,40.7750466,-73.9508464,997864,221651
10255,USA,New York,Manhattan,10028,A,3rd Ave,E 83rd st,E 82nd st,108,5,9/26/2014,Crown Castle NG,Installed,CITY,40.776849,-73.9555678,996556,222307
10254,USA,New York,Manhattan,10028,A,Lexington Ave,E 83rd st,E 82nd st,108,5,9/26/2014,Crown Castle NG,Installed,CITY,40.7774397,-73.9569611,996170,222522
15604,USA,New York,Manhattan,10028,A,Lexington Avenue,E 82nd Street,E 83rd Street,108,4,1/28/2018,Mobilitie II,Installed,CITY,40.7770172,-73.9575282,996013,222368
12652,USA,New York,Manhattan,10028,A,E 84th St,Madison Ave,5th Ave,108,4,9/9/2016,Crown Castle Fiber,Installed,CITY,40.7797602,-73.9604187,995212,223367
12651,USA,New York,Manhattan,10028,A,E 83rd St,Madison Ave,Park Ave,108,4,9/9/2016,Crown Castle Fiber,Installed,CITY,40.778717,-73.9597008,995411,222987
12648,USA,New York,Manhattan,10028,A,E 86th St,Park Ave,Lexington Ave,108,4,9/9/2016,Crown Castle Fiber,Approved,CITY,40.7797368,-73.9563891,996328,223359
12645,USA,New York,Manhattan,10028,A,Madison Ave,E 82nd St,E 83rd St,108,4,9/9/2016,Crown Castle Fiber,Installed,CITY,40.7783907,-73.9607517,995120,222868
12635,USA,New York,Manhattan,10028,A,5th Ave,E 80th,E 81st,108,4,9/9/2016,Crown Castle Fiber,Installed,CITY,40.7778782,-73.9629979,994498,222681
10258,USA,New York,Manhattan,10028,A,Madison Ave,E 86th st,E 85th st,108,4,9/26/2014,Crown Castle NG,Installed,CITY,40.7807368,-73.958768,995669,223723
7277,USA,New York,Manhattan,10028,A,Lexington Avenue,84th Street,85th Street,108,4,11/6/2009,Extenet II,Installed,CITY,40.7782712,-73.9566067,996268,222825
7074,USA,New York,Manhattan,10028,A,Madison Avenue,86th Street,87th Street,108,4,11/6/2009,Extenet II,Installed,CITY,40.7808274,-73.9589918,995607,223756
7073,USA,New York,Manhattan,10028,A,Madison Avenue,81st Street,80th Street,108,4,11/6/2009,Extenet II,Installed,CITY,40.7775153,-73.9611169,995019,222549
21311,USA,New York,Manhattan,10029,B,E 115TH,5 AVE,MADISON ST,111,9,6/25/2019,ExteNet I,Approved,CITY,40.7997141,-73.9461292,999165,230639
17901,USA,New York,Manhattan,10029,B,5th Ave,Duke Ellington Circle,Fulton St,111,9,12/31/2017,Crown Castle Fiber,Approved,CITY,40.797075,-73.9489304,998390,229677
17863,USA,New York,Manhattan,10029,B,E 116th St,Madison Ave,5th Ave,111,9,12/31/2017,Crown Castle Fiber,Approved,CITY,40.7999661,-73.9450382,999467,230731
16193,USA,New York,Manhattan,10029,B,Madison Ave,E 109th St,E 110th St,111,9,12/21/2017,Crown Castle NG,Approved,CITY,40.7956583,-73.9481442,998608,229161
15559,USA,New York,Manhattan,10029,B,5th Ave,112th St,115th St,111,9,12/1/2017,ExteNet I,Installed,CITY,40.7985073,-73.9479036,998674,230199
10318,USA,New York,Manhattan,10029,B,Madison Ave,E 107th st,E 108th st,111,9,9/26/2014,Crown Castle NG,Installed,CITY,40.7943907,-73.949048,998358,228699
10314,USA,New York,Manhattan,10029,B,5th Ave,Frawley circle,110th Street,111,9,9/26/2014,Crown Castle NG,Approved,CITY,40.7969927,-73.9490533,998356,229647
10082,USA,New York,Manhattan,10029,B,5th Ave,E 108th st,E 109th st,111,9,9/26/2014,Crown Castle NG,Installed,CITY,40.795629,-73.950015,998090,229150
21770,USA,New York,Manhattan,10029,B,Lexington Ave,E 99th St,E 100th St,111,5,7/15/2019,ZenFi,Proposed,CITY,40.7879024,-73.949573,998214,226335
17833,USA,New York,Manhattan,10029,B,Park Ave,E 97th St,E 98th St,111,5,12/31/2017,Crown Castle Fiber,Proposed,CITY,40.7872226,-73.9518197,997592,226087
17522,USA,New York,Manhattan,10029,B,3rd Ave,E 97th St,E 96th St,111,5,12/31/2017,Crown Castle Fiber,Approved,CITY,40.7858628,-73.9490076,998371,225592
14218,USA,New York,Manhattan,10029,B,LEXINGTON AV,E 98 ST,E 99 ST,111,5,10/21/2016,Extenet II,Installed,CITY,40.7872685,-73.949996,998097,226104
14183,USA,New York,Manhattan,10029,B,3 AV,E 97 ST,E 96 ST,111,5,10/21/2016,Extenet II,Installed,CITY,40.7855087,-73.9489537,998386,225463
10487,USA,New York,Manhattan,10029,B,E97TH ST.,3RD AVE.,2ND AVE.,111,5,10/13/2014,Extenet II,Installed,CITY,40.7854286,-73.9479138,998674,225434
10486,USA,New York,Manhattan,10029,B,3RD AVE.,E99TH ST.,E98TH ST.,111,5,10/13/2014,Extenet II,Installed,CITY,40.7871003,-73.9480858,998626,226043
10469,USA,New York,Manhattan,10029,A,3RD AVE.,E96TH ST.,E97TH ST.,111,5,10/10/2014,Extenet II,Installed,CITY,40.7853661,-73.949351,998276,225411
21772,USA,New York,Manhattan,10029,B,E 104th ST,2nd Ave,1st Ave,111,8,7/15/2019,ZenFi,Approved,CITY,40.7890548,-73.9429129,1000058,226756
21736,USA,New York,Manhattan,10029,B,3 Avenue,E 111 Street,E 110 Street,111,8,7/11/2019,Mobilitie II,Approved,CITY,40.7944095,-73.9424461,1000186,228707
21600,USA,New York,Manhattan,10029,B,3rd Ave,E 107th St,E 106th St,111,8,7/3/2019,Crown Castle Fiber,Approved,CITY,40.7922449,-73.9443584,999657,227918
21316,USA,New York,Manhattan,10029,B,E 99 ST,2 AVE,1 AVE,111,8,6/25/2019,ExteNet I,Approved,CITY,40.7858279,-73.9446815,999569,225580
21313,USA,New York,Manhattan,10029,B,E 112 ST,PARK AVE,MADSION AVE,111,8,6/25/2019,ExteNet I,Approved,CITY,40.7972108,-73.9458928,999231,229727
21312,USA,New York,Manhattan,10029,B,2 AVE,E 104 ST,E 103 ST,111,8,6/25/2019,ExteNet I,Approved,CITY,40.7892005,-73.9433137,999947,226809
21309,USA,New York,Manhattan,10029,B,2 AVE,E 115 ST,E 113 ST,111,8,6/25/2019,ExteNet I,Approved,CITY,40.796252,-73.9384969,1001279,229379
18117,USA,New York,Manhattan,10029,B,3rd Ave,E 98th Street,E 99th Street,111,8,12/31/2017,Crown Castle Fiber,Approved,CITY,40.7863812,-73.9483067,998565,225781
17939,USA,New York,Manhattan,10029,B,E 116th St,1st Ave,Pleasant Ave,111,8,12/31/2017,Crown Castle Fiber,Approved,CITY,40.795866,-73.9353226,1002158,229239
17902,USA,New York,Manhattan,10029,B,Park Ave,E 106th St,E 104th St,111,8,12/31/2017,Crown Castle Fiber,Approved,CITY,40.7929054,-73.9481571,998605,228158
17886,USA,New York,Manhattan,10029,B,E 110th St,A New St,First Ave,111,8,12/31/2017,Crown Castle Fiber,Proposed,CITY,40.7917362,-73.9373274,1001604,227734
17805,USA,New York,Manhattan,10029,B,Lexington Ave,E 112th St,E 115th St,111,8,12/31/2017,Crown Castle Fiber,Approved,CITY,40.7961419,-73.9433511,999935,229338
17802,USA,New York,Manhattan,10029,B,3rd Ave,E 103rd St,E 104th St,111,8,12/31/2017,Crown Castle Fiber,Installed,CITY,40.7896546,-73.9459207,999225,226974
17801,USA,New York,Manhattan,10029,B,E 106th St,FDR Drive,1st Ave,111,8,12/31/2017,Crown Castle Fiber,Proposed,CITY,40.7886405,-73.9379695,1001427,226606
17672,USA,New York,Manhattan,10029,B,Lexington Ave,103rd St,E 102nd St,111,8,12/31/2017,Crown Castle Fiber,Approved,CITY,40.7902181,-73.9476789,998738,227179
17671,USA,New York,Manhattan,10029,B,2nd Ave,E 112th St,E 113th St,111,8,12/31/2017,Crown Castle Fiber,Installed,CITY,40.794526,-73.9394411,1001018,228750
17670,USA,New York,Manhattan,10029,B,Lexington Ave,E 106th St,E 107th St,111,8,12/31/2017,Crown Castle Fiber,Proposed,CITY,40.7923913,-73.9462724,999127,227971
17528,USA,New York,Manhattan,10029,B,1st Ave,E 112th St,E 114th St,111,8,12/31/2017,Crown Castle Fiber,Approved,CITY,40.7936301,-73.9373075,1001609,228424
17526,USA,New York,Manhattan,10029,B,E 104th St,Park Ave,Lexington Ave,111,8,12/31/2017,Crown Castle Fiber,Installed,CITY,40.7915881,-73.9485988,998483,227678
17523,USA,New York,Manhattan,10029,B,FDR Drive,E 102nd St,E 100th St,111,8,12/31/2017,Crown Castle Fiber,Approved,CITY,40.7860614,-73.9397413,1000937,225666
17388,USA,New York,Manhattan,10029,B,Madison Ave,E 105th St,E 104th st,111,8,12/11/2017,Crown Castle Solutions,Installed,CITY,40.7926537,-73.9500967,998068,228066
17387,USA,New York,Manhattan,10029,B,Madison Ave,E 103rd St,E 102ns St,111,8,12/11/2017,Crown Castle Solutions,Approved,CITY,40.7913943,-73.9510113,997815,227607
16998,USA,New York,Manhattan,10029,B,2nd Avenue,E 106th Street,E 109th Street,111,8,12/11/2017,Crown Castle Solutions,Installed,CITY,40.790792,-73.9424636,1000182,227389
16260,USA,New York,Manhattan,10029,B,Madison Ave,E 101st St,E 102nd St,111,8,12/11/2017,Crown Castle Solutions,Installed,CITY,40.790541,-73.9518787,997575,227296
16259,USA,New York,Manhattan,10029,B,Madison Ave,E 99th St,E 98th St,111,8,12/11/2017,Crown Castle Solutions,Proposed,CITY,40.789051,-73.9527176,997343,226753
16258,USA,New York,Manhattan,10029,B,2nd Ave,E 99th St,E 100th St,111,8,12/11/2017,Crown Castle Solutions,Installed,CITY,40.7863005,-73.9457573,999271,225752
16192,USA,New York,Manhattan,10029,B,3rd Ave,E 111th St,E 112th St,111,8,12/21/2017,Crown Castle NG,Installed,CITY,40.7947909,-73.9421785,1000260,228846
16106,USA,New York,Manhattan,10029,B,E 97th St,1st Ave,2nd Ave,111,8,12/11/2017,Crown Castle Solutions,Proposed,CITY,40.7842991,-73.9449031,999508,225023
15988,USA,New York,Manhattan,10029,B,E 106th St,5th Ave,Madison Ave,111,8,12/11/2017,Crown Castle Solutions,Approved,CITY,40.7939494,-73.9505363,997946,228538
15981,USA,New York,Manhattan,10029,B,3rd Ave,E 100th St,E 101st St,111,8,12/11/2017,Crown Castle Solutions,Installed,CITY,40.7877394,-73.9473234,998837,226276
15305,USA,New York,Manhattan,10029,B,Madison Avenue,E 106th Street,E 105th Street,111,8,11/22/2017,Mobilitie I,Installed,CITY,40.7932519,-73.9496448,998193,228284
15297,USA,New York,Manhattan,10029,B,1st Avenue,E 101st Street,E 102nd Street,111,8,11/22/2017,Mobilitie I,Proposed,CITY,40.7866363,-73.9420953,1000285,225875
14243,USA,New York,Manhattan,10029,B,PLEASANT AV,E 116 ST,E 115ST,111,8,10/21/2016,Extenet II,Installed,CITY,40.794926,-73.9331241,1002767,228897
14242,USA,New York,Manhattan,10029,B,1 AV,E 109 ST,E 108 ST,111,8,10/21/2016,Extenet II,Installed,CITY,40.7908287,-73.93904,1001130,227403
14241,USA,New York,Manhattan,10029,B,3 AV,E 104 ST,N 103 ST,111,8,10/21/2016,Extenet II,Installed,CITY,40.7901128,-73.9455916,999316,227141
14230,USA,New York,Manhattan,10029,B,E 109 ST,2 AV,1 AV,111,8,10/21/2016,Extenet II,Installed,CITY,40.7922015,-73.9400319,1000855,227903
14227,USA,New York,Manhattan,10029,B,LEXINGTON AV,E 112 ST,E 113 ST,111,8,10/21/2016,Extenet II,Installed,CITY,40.7961996,-73.9434955,999895,229359
14226,USA,New York,Manhattan,10029,B,MADISON AV,E 116 ST,E 115 ST,111,8,10/21/2016,Extenet II,Installed,CITY,40.7998453,-73.9448396,999522,230687
14219,USA,New York,Manhattan,10029,B,3 AV,E 99 ST,E 100 ST,111,8,10/21/2016,Extenet II,Installed,CITY,40.7871577,-73.9477499,998719,226064
14203,USA,New York,Manhattan,10029,B,LEXINGTON AV,E 110 ST,E 111 ST,111,8,10/21/2016,Extenet II,Installed,CITY,40.7949101,-73.9444284,999637,228889
14185,USA,New York,Manhattan,10029,B,E 101 ST,5 AVE,MADISON AV,111,8,10/21/2016,Extenet II,Installed,CITY,40.7907966,-73.9526044,997374,227389
14184,USA,New York,Manhattan,10029,B,E 104 ST,5 AVE,MADISON AV,111,8,10/21/2016,Extenet II,Installed,CITY,40.7927778,-73.9514726,997687,228111
13457,USA,New York,Manhattan,10029,B,E 115th St,Park Ave,Madison Ave,111,8,9/22/2016,Crown Castle NG,Installed,CITY,40.7989175,-73.9446851,999565,230349
13415,USA,New York,Manhattan,10029,B,Park Ave,E 115th St,E 112th St,111,8,9/22/2016,Crown Castle NG,Proposed,CITY,40.7984696,-73.9436345,999856,230186
13414,USA,New York,Manhattan,10029,B,Lexington Ave,E 115th St,E 116th St,111,8,9/22/2016,Crown Castle NG,Installed,CITY,40.7980516,-73.9421395,1000270,230034
