Id,Reservation Date,Franchisee Name ,Status,Pole Class,Borough,X Coord.,Y Coord.,Latitude,Longitude,Zone,On street,Cross street 1,Cross street 2,Zipcode,Community Board,Council District
16968,12/02/2017,Crown Castle Solutions,Approved,CITY,Manhattan,994854.0,235905,40.8141741,-73.9616916,B,Riverside Dr,Tiemann Pl,W 122nd St,10027,109,7
16215,12/12/2017,Crown Castle NG,Installed,CITY,Manhattan,997156.0,237136,40.8175498,-73.9533729,B,Amsterdam Ave,W 133rd St,W 131st St,10027,109,7
14357,11/08/2016,ExteNet I,Installed,CITY,Manhattan,997102.0,235171,40.8121565,-73.9535718,B,MORNINGSIDE AV,W 126 ST,W 127 ST,10027,109,7
14324,11/08/2016,ExteNet I,Installed,CITY,Manhattan,995147.0,235869,40.8140749,-73.9606331,B,LA SALLE ST,CLAREMONT AV,BROADWAY,10027,109,7
14323,11/08/2016,ExteNet I,Installed,CITY,Manhattan,994018.0,233818,40.8084468,-73.9647148,B,W 116 ST,CLAREMONT AV,BROADWAY,10027,109,7
14315,11/08/2016,ExteNet I,Installed,CITY,Manhattan,995257.0,233698,40.808116,-73.9602393,B,AMSTERDAM AV,W 118 ST,W 117 ST,10027,109,7
13789,10/24/2016,Mobilitie II,Approved,CITY,Manhattan,995344.0,237039,40.817286,-73.9599195,B,W 125th St,St Clair Pl,12th Ave,10027,109,7
10933,10/02/2015,Crown Castle NG,Installed,CITY,Manhattan,994368.0,234481,40.8102662,-73.9634495,B,Claremont Ave,W 119th St,W 118th St,10027,109,7
10913,10/02/2015,Crown Castle NG,Installed,CITY,Manhattan,994267.0,233051,40.8063413,-73.9638165,B,W 114 St,Broadway,Amsterdam Ave,10027,109,7
10143,09/11/2014,Crown Castle NG,Installed,CITY,Manhattan,995827.0,235572,40.8132589,-73.9581771,B,La Salle st,Broadway,Amsterdam Ave,10027,109,7
10142,09/11/2014,Crown Castle NG,Installed,CITY,Manhattan,995589.0,235970,40.8143516,-73.9590362,B,Broadway,La Salle st,Tiemann Pl,10027,109,7
10141,09/11/2014,Crown Castle NG,Installed,CITY,Manhattan,995105.0,235332,40.812601,-73.9607857,B,Broadway,W 122nd st,La Salle st,10027,109,7
10140,09/11/2014,Crown Castle NG,Installed,CITY,Manhattan,995126.0,235955,40.814311,-73.9607089,B,Claremont Ave,La salle st,Tiemann Pl,10027,109,7
10139,09/11/2014,Crown Castle NG,Installed,CITY,Manhattan,995195.0,236555,40.8159577,-73.9604586,B,Tiemann Pl,Riverside Dr,Claremont Ave,10027,109,7
10137,09/11/2014,Crown Castle NG,Installed,CITY,Manhattan,994725.0,234647,40.8107214,-73.9621596,B,Broadway,W 120th st,Tiemann Pl,10027,109,7
10080,09/11/2014,Crown Castle NG,Installed,CITY,Manhattan,994565.0,234138,40.8093245,-73.9627383,B,Broadway,W 120th st,W 116th st,10027,109,7
10079,09/11/2014,Crown Castle NG,Installed,CITY,Manhattan,995049.0,234386,40.8100046,-73.9609896,B,W 120th st,Broadway,Amsterdam Ave,10027,109,7
10078,09/11/2014,Crown Castle NG,Installed,CITY,Manhattan,995494.0,234134,40.8093124,-73.9593825,B,Amsterdam Ave,W 120th st,W 119th st,10027,109,7
10077,09/11/2014,Crown Castle NG,Installed,CITY,Manhattan,995338.0,233717,40.808168,-73.9599467,B,Amsterdam Ave,W 118th st,W 119th st,10027,109,7
10076,09/11/2014,Crown Castle NG,Installed,CITY,Manhattan,995015.0,233267,40.8069333,-73.9611142,B,Amsterdam Ave,W 116th st,W 118th st,10027,109,7
21516,07/06/2019,Extenet II,Approved,CITY,Manhattan,997499.0,236080,40.8146508,-73.9521358,B,W 130 ST,CONVENT AVE,ST NICHOLAS,10027,109,9
17584,12/22/2017,Crown Castle Fiber,Approved,CITY,Manhattan,997851.0,237417,40.81832,-73.9508614,B,Convent Ave,W 135th St,W 133rd St,10027,109,9
17258,12/12/2017,Crown Castle NG,Approved,CITY,Manhattan,997491.0,235201,40.8122382,-73.9521664,B,W 127th St,St Nicholas Terrace,St Nicholas Ave,10027,109,9
16051,12/12/2017,Crown Castle NG,Approved,CITY,Manhattan,997001.0,234837,40.8112399,-73.9539373,B,W 125th St,Morningside Ave,St Nicholas Ave,10027,109,9
15206,11/22/2017,Mobilitie I,Installed,CITY,Manhattan,997605.0,235422,40.8128446,-73.9517542,B,St. Nicholas Terrace,W 128th Street,W 127th Street,10027,109,9
13248,09/09/2016,Crown Castle NG,Proposed,CITY,Manhattan,997259.0,235971,40.814352,-73.9530031,B,Convent Ave,W 129th St,W 130th St,10027,109,9
13247,09/09/2016,Crown Castle NG,Proposed,CITY,Manhattan,997249.0,236278,40.8151947,-73.9530386,B,Convent Ave,W 130th St,W 131st St,10027,109,9
21141,07/15/2019,ZenFi,Approved,CITY,Manhattan,999547.0,234050,40.8090757,-73.9447417,B,Malcolm X Blvd/Lenox Ave,W 127th St,W 126th St,10027,110,9
17872,12/31/2017,Crown Castle Fiber,Proposed,CITY,Manhattan,999605.0,235799,40.8138762,-73.9445282,B,Adam Clayton Powell Jr Blvd,W 133rd St,W 132nd St,10027,110,9
17865,12/31/2017,Crown Castle Fiber,Installed,CITY,Manhattan,998877.0,234486,40.8102736,-73.947161,B,Adam Clayton Powell Jr Blvd,W 127th St,W 128th St,10027,110,9
17818,12/31/2017,Crown Castle Fiber,Proposed,CITY,Manhattan,997475.0,234782,40.8110882,-73.9522251,B,St Nicholas Av,W 125th St,W 126th St,10027,110,9
17814,12/31/2017,Crown Castle Fiber,Approved,CITY,Manhattan,997971.0,232852,40.8057901,-73.9504372,B,Adam Clayton Powell Jr Blvd,W 120th St,W 121st St,10027,110,9
17565,12/31/2017,Crown Castle Fiber,Installed,CITY,Manhattan,998013.0,234962,40.8115814,-73.9502812,B,Frederick Douglass Blvd,W 127th St,W 128th St,10027,110,9
17398,12/21/2017,Crown Castle NG,Approved,CITY,Manhattan,998234.0,235894,40.8141392,-73.9494809,B,St Nicholas Ave,W 129th St,W 133rd St,10027,110,9
16210,12/21/2017,Crown Castle NG,Approved,CITY,Manhattan,1000181.0,235182,40.8121816,-73.9424488,B,Malcolm X Blvd,W 132nd St,W 131st St,10027,110,9
16208,12/21/2017,Crown Castle NG,Approved,CITY,Manhattan,999804.0,234501,40.8103132,-73.9438123,B,Malcolm X Blvd,W 129th St,W 128th St,10027,110,9
14248,10/21/2016,Extenet II,Installed,CITY,Manhattan,997539.0,234104,40.8092272,-73.9519952,B,FREDERICK DOUGLASS BLVD,W 124 ST,W 123 ST,10027,110,9
14245,10/21/2016,Extenet II,Installed,CITY,Manhattan,1000487.0,233590,40.8078115,-73.9413472,B,5 AVE,E 127 ST,E 128 ST,10027,110,9
14206,10/21/2016,Extenet II,Installed,CITY,Manhattan,998672.0,236017,40.8144761,-73.9478983,B,FREDERICK DOUGLASS BLVD,W 132 ST,W 131 ST,10027,110,9
14204,10/21/2016,Extenet II,Installed,CITY,Manhattan,998958.0,234080,40.8091591,-73.9468693,B,W 126 ST,7 AVE,LENOX AV,10027,110,9
14192,10/21/2016,Extenet II,Installed,CITY,Manhattan,998846.0,234434,40.8101309,-73.9472731,B,7 AVE,W 127 ST,W 126 ST,10027,110,9
14188,10/21/2016,Extenet II,Installed,CITY,Manhattan,997550.0,233667,40.8080277,-73.9519563,B,W 122 ST,FREDRICK DOULGAS BLVD,ADAM C POWELL BLVD,10027,110,9
13956,11/05/2016,Mobilitie II,Installed,CITY,Manhattan,998484.0,236414,40.815566,-73.9485766,B,St Nicholas Ave,W 133rd St,W 129th St,10027,110,9
13421,09/22/2016,Crown Castle NG,Installed,CITY,Manhattan,997582.0,234189,40.8094604,-73.9518397,B,Frederick Douglass Blvd,W 124th St,W 123rd St,10027,110,9
13420,09/22/2016,Crown Castle NG,Installed,CITY,Manhattan,999282.0,233564,40.8077423,-73.9457001,B,Lenox Ave,W 125th St,W 124th St,10027,110,9
13419,09/22/2016,Crown Castle NG,Installed,CITY,Manhattan,999152.0,233323,40.807081,-73.9461702,B,Lenox Ave,W 124th St,W 123rd St,10027,110,9
13417,09/22/2016,Crown Castle NG,Installed,CITY,Manhattan,998505.0,234072,40.8091379,-73.9485057,B,W 125th St,7th Ave,Frederick Douglas Blvd,10027,110,9
13416,09/22/2016,Crown Castle NG,Installed,CITY,Manhattan,998714.0,234199,40.8094861,-73.9477505,B,7th Ave,W 126th St,W 125th St,10027,110,9
13402,09/22/2016,Crown Castle NG,Installed,CITY,Manhattan,1000362.0,233364,40.8071914,-73.9417993,B,5th Ave,W 126th St,W 127th St,10027,110,9
11023,10/16/2015,Crown Castle NG,Installed,CITY,Manhattan,997643.0,234161,40.8093835,-73.9516194,B,Frederick Douglass Blvd,W 124th St,W 123rd St,10027,110,9
11022,10/16/2015,Crown Castle NG,Proposed,CITY,Manhattan,997918.0,234654,40.8107362,-73.950625,B,Frederick Douglass Blvd,W 126th St,W 125th St,10027,110,9
11017,10/16/2015,Crown Castle NG,Proposed,CITY,Manhattan,997713.0,234424,40.8101052,-73.951366,B,Frederick Douglass Blvd,W 125th St,W 124th St,10027,110,9
10979,10/16/2015,Crown Castle NG,Proposed,CITY,Manhattan,997460.0,233965,40.8088458,-73.9522809,B,Fredrick douglass Blvd,W 123rd St,W 122nd St,10027,110,9
10977,10/16/2015,Crown Castle NG,Installed,CITY,Manhattan,998451.0,233719,40.8081691,-73.9487015,B,7th Avenue,W 124th st,W 123rd St,10027,110,9
10331,09/26/2014,Crown Castle NG,Installed,CITY,Manhattan,998820.0,233566,40.8077485,-73.9473689,B,W 124th st,Adam Clayton Powell Jr Blvd,Lenox Ave,10027,110,9
10329,09/26/2014,Crown Castle NG,Installed,CITY,Manhattan,1000079.0,232870,40.805836,-73.9428227,B,W 124th st,5th Ave,Mt Morris Park West,10027,110,9
10327,09/26/2014,Crown Castle NG,Installed,CITY,Manhattan,998072.0,233031,40.8062813,-73.950072,B,Adam Clayton Powell Jr Blvd,W 121st st,W120th st,10027,110,9
17820,12/31/2017,Crown Castle Fiber,Approved,CITY,Manhattan,999823.0,232968,40.8061055,-73.9437472,B,W 124th St,Mt Morris Park W,5th Ave,10027,111,9
17531,12/31/2017,Crown Castle Fiber,Approved,CITY,Manhattan,999867.0,231787,40.8028639,-73.943591,B,E 120th St,Madison Ave,5th Ave,10027,111,9
10324,09/26/2014,Crown Castle NG,Installed,CITY,Manhattan,1000239.0,232131,40.8038074,-73.9422465,B,Madison Ave,E 122nd st,E 121st st,10027,111,9
10321,09/26/2014,Crown Castle NG,Installed,CITY,Manhattan,999435.0,232592,40.8050741,-73.9451496,B,Mt Morris Park West,W 122nd st,W 121st st,10027,111,9
18666,01/28/2018,Mobilitie II,Installed,CITY,Manhattan,996834.0,222822,40.7782622,-73.9545631,A,3rd Avenue,E 85th Street,E 86th Street,10028,108,5
17666,12/22/2017,Crown Castle NG,Proposed,CITY,Manhattan,997324.0,222810,40.7782285,-73.9527939,A,East 86th St,2nd Ave,3rd Ave,10028,108,5
15603,01/28/2018,Mobilitie II,Approved,CITY,Manhattan,996295.0,221845,40.7755813,-73.956511,A,3rd Avenue,E 81st Street,E 80th Street,10028,108,5
13739,10/07/2016,Extenet II,Installed,CITY,Manhattan,996701.0,221370,40.774277,-73.955046,A,E80 ST,2 AVE,3 AVE,10028,108,5
13680,10/07/2016,Extenet II,Installed,CITY,Manhattan,998583.0,220630,40.7722431,-73.9482526,A,E 81 ST,EAST END AVE,YORK AVE,10028,108,5
12657,09/09/2016,Crown Castle Fiber,Installed,CITY,Manhattan,999035.0,220623,40.7722231,-73.9466208,A,E End Ave,82nd St,81st St,10028,108,5
12656,09/09/2016,Crown Castle Fiber,Installed,CITY,Manhattan,998023.0,221795,40.7754416,-73.9502721,A,1st Ave,E 84th St,E 83rd St,10028,108,5
12653,09/09/2016,Crown Castle Fiber,Approved,CITY,Manhattan,996886.0,222915,40.7785174,-73.9543751,A,3rd Ave,E 85th St,E 86th St,10028,108,5
12646,09/09/2016,Crown Castle Fiber,Installed,CITY,Manhattan,996567.0,222619,40.7777054,-73.9555275,A,E 84th St,3rd Ave,Lexington Ave,10028,108,5
12641,09/09/2016,Crown Castle Fiber,Installed,CITY,Manhattan,997287.0,222903,40.7784839,-73.9529273,A,E 86th St,3rd Ave,2nd Ave,10028,108,5
12639,09/09/2016,Crown Castle Fiber,Installed,CITY,Manhattan,998280.0,222263,40.7767257,-73.9493432,A,1st Ave,E 86th St,E 85th St,10028,108,5
10338,09/26/2014,Crown Castle NG,Installed,CITY,Manhattan,997140.0,221747,40.7753112,-73.9534603,A,2nd Ave,E 82nd St,E 83rd St,10028,108,5
10256,09/26/2014,Crown Castle NG,Installed,CITY,Manhattan,997864.0,221651,40.7750466,-73.9508464,A,1st Ave,E 83rd st,E 84th st,10028,108,5
10255,09/26/2014,Crown Castle NG,Installed,CITY,Manhattan,996556.0,222307,40.776849,-73.9555678,A,3rd Ave,E 83rd st,E 82nd st,10028,108,5
10254,09/26/2014,Crown Castle NG,Installed,CITY,Manhattan,996170.0,222522,40.7774397,-73.9569611,A,Lexington Ave,E 83rd st,E 82nd st,10028,108,5
15604,01/28/2018,Mobilitie II,Installed,CITY,Manhattan,996013.0,222368,40.7770172,-73.9575282,A,Lexington Avenue,E 82nd Street,E 83rd Street,10028,108,4
12652,09/09/2016,Crown Castle Fiber,Installed,CITY,Manhattan,995212.0,223367,40.7797602,-73.9604187,A,E 84th St,Madison Ave,5th Ave,10028,108,4
12651,09/09/2016,Crown Castle Fiber,Installed,CITY,Manhattan,995411.0,222987,40.778717,-73.9597008,A,E 83rd St,Madison Ave,Park Ave,10028,108,4
12648,09/09/2016,Crown Castle Fiber,Approved,CITY,Manhattan,996328.0,223359,40.7797368,-73.9563891,A,E 86th St,Park Ave,Lexington Ave,10028,108,4
12645,09/09/2016,Crown Castle Fiber,Installed,CITY,Manhattan,995120.0,222868,40.7783907,-73.9607517,A,Madison Ave,E 82nd St,E 83rd St,10028,108,4
12635,09/09/2016,Crown Castle Fiber,Installed,CITY,Manhattan,994498.0,222681,40.7778782,-73.9629979,A,5th Ave,E 80th,E 81st,10028,108,4
10258,09/26/2014,Crown Castle NG,Installed,CITY,Manhattan,995669.0,223723,40.7807368,-73.958768,A,Madison Ave,E 86th st,E 85th st,10028,108,4
7277,11/06/2009,Extenet II,Installed,CITY,Manhattan,996268.0,222825,40.7782712,-73.9566067,A,Lexington Avenue,84th Street,85th Street,10028,108,4
7074,11/06/2009,Extenet II,Installed,CITY,Manhattan,995607.0,223756,40.7808274,-73.9589918,A,Madison Avenue,86th Street,87th Street,10028,108,4
7073,11/06/2009,Extenet II,Installed,CITY,Manhattan,995019.0,222549,40.7775153,-73.9611169,A,Madison Avenue,81st Street,80th Street,10028,108,4
21311,06/25/2019,ExteNet I,Approved,CITY,Manhattan,999165.0,230639,40.7997141,-73.9461292,B,E 115TH,5 AVE,MADISON ST,10029,111,9
17901,12/31/2017,Crown Castle Fiber,Approved,CITY,Manhattan,998390.0,229677,40.797075,-73.9489304,B,5th Ave,Duke Ellington Circle,Fulton St,10029,111,9
17863,12/31/2017,Crown Castle Fiber,Approved,CITY,Manhattan,999467.0,230731,40.7999661,-73.9450382,B,E 116th St,Madison Ave,5th Ave,10029,111,9
16193,12/21/2017,Crown Castle NG,Approved,CITY,Manhattan,998608.0,229161,40.7956583,-73.9481442,B,Madison Ave,E 109th St,E 110th St,10029,111,9
15559,12/01/2017,ExteNet I,Installed,CITY,Manhattan,998674.0,230199,40.7985073,-73.9479036,B,5th Ave,112th St,115th St,10029,111,9
10318,09/26/2014,Crown Castle NG,Installed,CITY,Manhattan,998358.0,228699,40.7943907,-73.949048,B,Madison Ave,E 107th st,E 108th st,10029,111,9
10314,09/26/2014,Crown Castle NG,Approved,CITY,Manhattan,998356.0,229647,40.7969927,-73.9490533,B,5th Ave,Frawley circle,110th Street,10029,111,9
10082,09/26/2014,Crown Castle NG,Installed,CITY,Manhattan,998090.0,229150,40.795629,-73.950015,B,5th Ave,E 108th st,E 109th st,10029,111,9
21770,07/15/2019,ZenFi,Proposed,CITY,Manhattan,998214.0,226335,40.7879024,-73.949573,B,Lexington Ave,E 99th St,E 100th St,10029,111,5
17833,12/31/2017,Crown Castle Fiber,Proposed,CITY,Manhattan,997592.0,226087,40.7872226,-73.9518197,B,Park Ave,E 97th St,E 98th St,10029,111,5
17522,12/31/2017,Crown Castle Fiber,Approved,CITY,Manhattan,998371.0,225592,40.7858628,-73.9490076,B,3rd Ave,E 97th St,E 96th St,10029,111,5
14218,10/21/2016,Extenet II,Installed,CITY,Manhattan,998097.0,226104,40.7872685,-73.949996,B,LEXINGTON AV,E 98 ST,E 99 ST,10029,111,5
14183,10/21/2016,Extenet II,Installed,CITY,Manhattan,998386.0,225463,40.7855087,-73.9489537,B,3 AV,E 97 ST,E 96 ST,10029,111,5
10487,10/13/2014,Extenet II,Installed,CITY,Manhattan,998674.0,225434,40.7854286,-73.9479138,B,E97TH ST.,3RD AVE.,2ND AVE.,10029,111,5
10486,10/13/2014,Extenet II,Installed,CITY,Manhattan,998626.0,226043,40.7871003,-73.9480858,B,3RD AVE.,E99TH ST.,E98TH ST.,10029,111,5
10469,10/10/2014,Extenet II,Installed,CITY,Manhattan,998276.0,225411,40.7853661,-73.949351,A,3RD AVE.,E96TH ST.,E97TH ST.,10029,111,5
21772,07/15/2019,ZenFi,Approved,CITY,Manhattan,1000058.0,226756,40.7890548,-73.9429129,B,E 104th ST,2nd Ave,1st Ave,10029,111,8
21736,07/11/2019,Mobilitie II,Approved,CITY,Manhattan,1000186.0,228707,40.7944095,-73.9424461,B,3 Avenue,E 111 Street,E 110 Street,10029,111,8
21600,07/03/2019,Crown Castle Fiber,Approved,CITY,Manhattan,999657.0,227918,40.7922449,-73.9443584,B,3rd Ave,E 107th St,E 106th St,10029,111,8
21316,06/25/2019,ExteNet I,Approved,CITY,Manhattan,999569.0,225580,40.7858279,-73.9446815,B,E 99 ST,2 AVE,1 AVE,10029,111,8
21313,06/25/2019,ExteNet I,Approved,CITY,Manhattan,999231.0,229727,40.7972108,-73.9458928,B,E 112 ST,PARK AVE,MADSION AVE,10029,111,8
21312,06/25/2019,ExteNet I,Approved,CITY,Manhattan,999947.0,226809,40.7892005,-73.9433137,B,2 AVE,E 104 ST,E 103 ST,10029,111,8
21309,06/25/2019,ExteNet I,Approved,CITY,Manhattan,1001279.0,229379,40.796252,-73.9384969,B,2 AVE,E 115 ST,E 113 ST,10029,111,8
18117,12/31/2017,Crown Castle Fiber,Approved,CITY,Manhattan,998565.0,225781,40.7863812,-73.9483067,B,3rd Ave,E 98th Street,E 99th Street,10029,111,8
17939,12/31/2017,Crown Castle Fiber,Approved,CITY,Manhattan,1002158.0,229239,40.795866,-73.9353226,B,E 116th St,1st Ave,Pleasant Ave,10029,111,8
17902,12/31/2017,Crown Castle Fiber,Approved,CITY,Manhattan,998605.0,228158,40.7929054,-73.9481571,B,Park Ave,E 106th St,E 104th St,10029,111,8
17886,12/31/2017,Crown Castle Fiber,Proposed,CITY,Manhattan,1001604.0,227734,40.7917362,-73.9373274,B,E 110th St,A New St,First Ave,10029,111,8
17805,12/31/2017,Crown Castle Fiber,Approved,CITY,Manhattan,999935.0,229338,40.7961419,-73.9433511,B,Lexington Ave,E 112th St,E 115th St,10029,111,8
17802,12/31/2017,Crown Castle Fiber,Installed,CITY,Manhattan,999225.0,226974,40.7896546,-73.9459207,B,3rd Ave,E 103rd St,E 104th St,10029,111,8
17801,12/31/2017,Crown Castle Fiber,Proposed,CITY,Manhattan,1001427.0,226606,40.7886405,-73.9379695,B,E 106th St,FDR Drive,1st Ave,10029,111,8
17672,12/31/2017,Crown Castle Fiber,Approved,CITY,Manhattan,998738.0,227179,40.7902181,-73.9476789,B,Lexington Ave,103rd St,E 102nd St,10029,111,8
17671,12/31/2017,Crown Castle Fiber,Installed,CITY,Manhattan,1001018.0,228750,40.794526,-73.9394411,B,2nd Ave,E 112th St,E 113th St,10029,111,8
17670,12/31/2017,Crown Castle Fiber,Proposed,CITY,Manhattan,999127.0,227971,40.7923913,-73.9462724,B,Lexington Ave,E 106th St,E 107th St,10029,111,8
17528,12/31/2017,Crown Castle Fiber,Approved,CITY,Manhattan,1001609.0,228424,40.7936301,-73.9373075,B,1st Ave,E 112th St,E 114th St,10029,111,8
17526,12/31/2017,Crown Castle Fiber,Installed,CITY,Manhattan,998483.0,227678,40.7915881,-73.9485988,B,E 104th St,Park Ave,Lexington Ave,10029,111,8
17523,12/31/2017,Crown Castle Fiber,Approved,CITY,Manhattan,1000937.0,225666,40.7860614,-73.9397413,B,FDR Drive,E 102nd St,E 100th St,10029,111,8
17388,12/11/2017,Crown Castle Solutions,Installed,CITY,Manhattan,998068.0,228066,40.7926537,-73.9500967,B,Madison Ave,E 105th St,E 104th st,10029,111,8
17387,12/11/2017,Crown Castle Solutions,Approved,CITY,Manhattan,997815.0,227607,40.7913943,-73.9510113,B,Madison Ave,E 103rd St,E 102ns St,10029,111,8
16998,12/11/2017,Crown Castle Solutions,Installed,CITY,Manhattan,1000182.0,227389,40.790792,-73.9424636,B,2nd Avenue,E 106th Street,E 109th Street,10029,111,8
16260,12/11/2017,Crown Castle Solutions,Installed,CITY,Manhattan,997575.0,227296,40.790541,-73.9518787,B,Madison Ave,E 101st St,E 102nd St,10029,111,8
16259,12/11/2017,Crown Castle Solutions,Proposed,CITY,Manhattan,997343.0,226753,40.789051,-73.9527176,B,Madison Ave,E 99th St,E 98th St,10029,111,8
16258,12/11/2017,Crown Castle Solutions,Installed,CITY,Manhattan,999271.0,225752,40.7863005,-73.9457573,B,2nd Ave,E 99th St,E 100th St,10029,111,8
16192,12/21/2017,Crown Castle NG,Installed,CITY,Manhattan,1000260.0,228846,40.7947909,-73.9421785,B,3rd Ave,E 111th St,E 112th St,10029,111,8
16106,12/11/2017,Crown Castle Solutions,Proposed,CITY,Manhattan,999508.0,225023,40.7842991,-73.9449031,B,E 97th St,1st Ave,2nd Ave,10029,111,8
15988,12/11/2017,Crown Castle Solutions,Approved,CITY,Manhattan,997946.0,228538,40.7939494,-73.9505363,B,E 106th St,5th Ave,Madison Ave,10029,111,8
15981,12/11/2017,Crown Castle Solutions,Installed,CITY,Manhattan,998837.0,226276,40.7877394,-73.9473234,B,3rd Ave,E 100th St,E 101st St,10029,111,8
15305,11/22/2017,Mobilitie I,Installed,CITY,Manhattan,998193.0,228284,40.7932519,-73.9496448,B,Madison Avenue,E 106th Street,E 105th Street,10029,111,8
15297,11/22/2017,Mobilitie I,Proposed,CITY,Manhattan,1000285.0,225875,40.7866363,-73.9420953,B,1st Avenue,E 101st Street,E 102nd Street,10029,111,8
14243,10/21/2016,Extenet II,Installed,CITY,Manhattan,1002767.0,228897,40.794926,-73.9331241,B,PLEASANT AV,E 116 ST,E 115ST,10029,111,8
14242,10/21/2016,Extenet II,Installed,CITY,Manhattan,1001130.0,227403,40.7908287,-73.93904,B,1 AV,E 109 ST,E 108 ST,10029,111,8
14241,10/21/2016,Extenet II,Installed,CITY,Manhattan,999316.0,227141,40.7901128,-73.9455916,B,3 AV,E 104 ST,N 103 ST,10029,111,8
14230,10/21/2016,Extenet II,Installed,CITY,Manhattan,1000855.0,227903,40.7922015,-73.9400319,B,E 109 ST,2 AV,1 AV,10029,111,8
14227,10/21/2016,Extenet II,Installed,CITY,Manhattan,999895.0,229359,40.7961996,-73.9434955,B,LEXINGTON AV,E 112 ST,E 113 ST,10029,111,8
14226,10/21/2016,Extenet II,Installed,CITY,Manhattan,999522.0,230687,40.7998453,-73.9448396,B,MADISON AV,E 116 ST,E 115 ST,10029,111,8
14219,10/21/2016,Extenet II,Installed,CITY,Manhattan,998719.0,226064,40.7871577,-73.9477499,B,3 AV,E 99 ST,E 100 ST,10029,111,8
14203,10/21/2016,Extenet II,Installed,CITY,Manhattan,999637.0,228889,40.7949101,-73.9444284,B,LEXINGTON AV,E 110 ST,E 111 ST,10029,111,8
14185,10/21/2016,Extenet II,Installed,CITY,Manhattan,997374.0,227389,40.7907966,-73.9526044,B,E 101 ST,5 AVE,MADISON AV,10029,111,8
14184,10/21/2016,Extenet II,Installed,CITY,Manhattan,997687.0,228111,40.7927778,-73.9514726,B,E 104 ST,5 AVE,MADISON AV,10029,111,8
13457,09/22/2016,Crown Castle NG,Installed,CITY,Manhattan,999565.0,230349,40.7989175,-73.9446851,B,E 115th St,Park Ave,Madison Ave,10029,111,8
13415,09/22/2016,Crown Castle NG,Proposed,CITY,Manhattan,999856.0,230186,40.7984696,-73.9436345,B,Park Ave,E 115th St,E 112th St,10029,111,8
13414,09/22/2016,Crown Castle NG,Installed,CITY,Manhattan,1000270.0,230034,40.7980516,-73.9421395,B,Lexington Ave,E 115th St,E 116th St,10029,111,8
11315,12/15/2015,ZenFi,Approved,CITY,Manhattan,1000857.0,226908,40.7894705,-73.9400272,B,1st Ave,106th St,105th St,10029,111,8
11314,12/15/2015,ZenFi,Proposed,CITY,Manhattan,1002145.0,229232,40.7958468,-73.9353696,B,1st Ave,116th St,115th St,10029,111,8
11311,12/15/2015,ZenFi,Installed,CITY,Manhattan,999579.0,227615,40.7914134,-73.9446408,B,3rd Ave,106th St,105th,10029,111,8
11310,12/15/2015,ZenFi,Proposed,CITY,Manhattan,1000104.0,228562,40.7940117,-73.9427426,B,3rd Ave,110th St,109th,10029,111,8
10489,10/13/2014,Extenet II,Installed,CITY,Manhattan,999570.0,227067,40.7899093,-73.9446745,B,E104TH ST.,3RD AVE.,2ND AVE.,10029,111,8
10488,10/13/2014,Extenet II,Installed,CITY,Manhattan,999158.0,225800,40.7864324,-73.9461652,B,E99TH ST.,2ND AVE.,3RD AVE.,10029,111,8
10485,10/13/2014,Extenet II,Installed,CITY,Manhattan,999060.0,226681,40.7888507,-73.9465172,B,3RD AVE.,E102ND ST.,E101ST ST.,10029,111,8
10484,10/13/2014,Extenet II,Installed,CITY,Manhattan,999690.0,226361,40.7879713,-73.9442428,B,2ND AVE.,E102ND ST.,E101ST ST.,10029,111,8
10317,09/26/2014,Crown Castle NG,Installed,CITY,Manhattan,998875.0,228659,40.7942801,-73.9471809,B,E 108th St,Park Ave,Madison Ave,10029,111,8
10315,09/26/2014,Crown Castle NG,Installed,CITY,Manhattan,998089.0,227246,40.790403,-73.9500225,B,E 102nd st,Park Ave,Madison Ave,10029,111,8
10312,09/26/2014,Crown Castle NG,Installed,CITY,Manhattan,998086.0,228211,40.7930517,-73.9500314,B,Madison Ave,E 105th st,E 106th st,10029,111,8
10311,09/26/2014,Crown Castle NG,Installed,CITY,Manhattan,998349.0,227687,40.791613,-73.9490827,B,Park Ave,E 104th st,E 103rd st,10029,111,8
10310,09/26/2014,Crown Castle NG,Installed,CITY,Manhattan,997833.0,227753,40.791795,-73.950946,B,Madison Ave,E 103rd st,E 104th st,10029,111,8
10085,09/26/2014,Crown Castle NG,Installed,CITY,Manhattan,997305.0,227738,40.7917546,-73.9528529,B,5th Ave,E 102nd st,E 103rd st,10029,111,8
10084,09/26/2014,Crown Castle NG,Installed,CITY,Manhattan,997558.0,228198,40.7930168,-73.9519383,B,5th Ave,E 104th st,E 105th st,10029,111,8
7449,03/06/2010,Crown Castle NG,Installed,CITY,Manhattan,999396.0,228359,40.7934558,-73.9453,B,Lexington Ave,E 108th St,E 107th St,10029,111,8
7448,03/06/2010,Crown Castle NG,Installed,CITY,Manhattan,998095.0,226998,40.7897223,-73.9500014,B,Park Ave,E 101st St,E 102nd St,10029,111,8
7279,11/06/2009,Extenet II,Installed,CITY,Manhattan,999111.0,228815,40.7947078,-73.9463283,B,Park Avenue,109th Street,108th Street,10029,111,8
