Id,Reservation Date,Franchisee Name ,Status,Pole Class,Borough,X Coord.,Y Coord.,Latitude,Longitude,Zone,On street,Cross street 1,Cross street 2,Zipcode,Community Board,Council District
18320,01/26/2018,ZenFi,Installed,CITY,Bronx,1010306.0,248793,40.8495158,-73.905819,C,Grand Concourse,East Tremont Avenue,Echo Place,10457,205,15
17943,12/31/2017,Crown Castle Fiber,Installed,CITY,Bronx,1012112.0,250425,40.8539897,-73.8992844,C,Valentine Ave,E 181st St,E 180th St,10457,205,15
17942,12/31/2017,Crown Castle Fiber,Installed,CITY,Bronx,1011145.0,249571,40.8516487,-73.9027833,C,E Burnside Ave,Anthony Ave,Ryer Ave,10457,205,15
17599,12/31/2017,Crown Castle Fiber,Approved,CITY,Bronx,1011836.0,250574,40.8543995,-73.9002814,C,Ryer Ave,E 181st St,E 182nd St,10457,205,15
16486,12/11/2017,Crown Castle Solutions,Approved,CITY,Bronx,1011103.0,248775,40.8494641,-73.9029383,C,Anthony Ave,Echo Pl,E 178th St,10457,205,15
16478,12/11/2017,Crown Castle Solutions,Installed,CITY,Bronx,1011251.0,248402,40.8484398,-73.9024049,C,E Tremont Ave,E 176th St,Anthony Ave,10457,205,15
16458,12/11/2017,Crown Castle Solutions,Approved,CITY,Bronx,1009804.0,247193,40.8451258,-73.9076397,C,Cross Bronx Expy,Weeks Ave,Eastburn Ave,10457,205,15
15520,11/22/2017,Mobilitie I,Approved,CITY,Bronx,1011705.0,248391,40.8484082,-73.9007639,C,Webster Avenue,Valentine Avenue,E 178th Street,10457,205,15
15505,11/22/2017,Mobilitie I,Installed,CITY,Bronx,1012240.0,250963,40.8554659,-73.8988194,C,Valentine Avenue,E 182nd Street,E 183rd Street,10457,205,15
15033,09/01/2017,Crown Castle NG,Proposed,UTILITY,Bronx,1009692.0,247827,40.8468663,-73.908042,C,E 175th St,Eastburn Ave,Weeks Ave,10457,205,15
14903,05/04/2017,Crown Castle NG,Installed,CITY,Bronx,1011995.0,251074,40.8557714,-73.8997046,C,Ryer Ave,E 182nd St,E 183rd St,10457,205,15
13979,11/05/2016,Mobilitie II,Installed,CITY,Bronx,1012133.0,251558,40.8570994,-73.8992038,C,E 183rd St,Ryer Ave,Grand Concourse,10457,205,15
11444,03/09/2016,Mobilitie I,Installed,CITY,Bronx,1012337.0,250342,40.8537612,-73.8984714,C,TIEBOUT AVE,E 181ST ST,E 180TH ST,10457,205,15
10721,09/02/2015,Mobilitie I,Approved,CITY,Bronx,1011692.0,248721,40.849314,-73.9008096,C,VALENTINE AV,E. 178TH ST.,CARTER AV,10457,205,15
10719,09/02/2015,Mobilitie I,Installed,CITY,Bronx,1011504.0,247867,40.8469706,-73.9014926,C,WEBSTER AV,E. 176TH ST.,E. TREMONT AV,10457,205,15
10718,09/02/2015,Mobilitie I,Installed,CITY,Bronx,1010607.0,248008,40.8473604,-73.9047342,C,E. 176TH ST.,CLAY AV,TOPPING AV,10457,205,15
10717,09/02/2015,Mobilitie I,Installed,CITY,Bronx,1009842.0,247781,40.8467396,-73.9075001,C,E. 175TH ST.,WEEKS AV,EASTBURN AV,10457,205,15
6713,04/14/2009,Crown Castle NG,Installed,CITY,Bronx,1010987.0,248531,40.8487947,-73.9033586,C,E Tremont Ave,Anthony Ave,Monroe Ave,10457,205,15
4950,04/04/2008,Crown Castle NG,Installed,UTILITY,Bronx,1010067.0,247226,40.8452156,-73.906689,C,Monroe Ave,Cross Bronx Service Road N,E 175th St,10457,205,15
4877,04/04/2008,Crown Castle NG,Installed,UTILITY,Bronx,1011513.0,250457,40.8540794,-73.9014495,C,Anthony Ave,E 181st St,E 180th St,10457,205,15
4705,04/04/2008,Crown Castle NG,Installed,UTILITY,Bronx,1011946.0,249892,40.8525273,-73.8998866,C,E 180th St,Valentine St,Tiebout Ave,10457,205,15
4595,04/04/2008,Crown Castle NG,Installed,UTILITY,Bronx,1010878.0,247684,40.8464703,-73.9037559,C,Anthony Ave,E 175th St,Prospect Pl,10457,205,15
4434,04/10/2008,Crown Castle NG,Installed,CITY,Bronx,1009644.0,247869,40.8469817,-73.9082154,C,Grand Concourse,E 175th St,E 176th St,10457,205,15
4405,04/10/2008,Crown Castle NG,Installed,CITY,Bronx,1011596.0,248092,40.8475879,-73.9011591,C,Webster Ave,E Tremont Ave,E 176th St,10457,205,15
4403,04/10/2008,Crown Castle NG,Installed,CITY,Bronx,1010251.0,248354,40.8483111,-73.9060195,C,Monroe Ave,Mount Hope,E 176th St,10457,205,15
10857,09/02/2015,Mobilitie I,Installed,CITY,Bronx,1012232.0,246262,40.8425631,-73.898868,B,E. 174TH ST.,BATHGATE AV,3RD AV,10457,203,15
4869,04/04/2008,Crown Castle NG,Installed,UTILITY,Bronx,1011315.0,246086,40.8420829,-73.9021829,B,Park Ave,E 173rd St,E 173rd St,10457,203,15
4531,04/10/2008,Crown Castle NG,Installed,CITY,Bronx,1012412.0,246197,40.8423841,-73.8982177,B,3rd Ave,E 174th St,Cross Bronx Expwy,10457,203,15
21727,07/11/2019,Mobilitie II,Proposed,CITY,Bronx,1008789.0,246856,40.8442037,-73.9113094,C,Grand Concourse,E 173 Street,E 174 Street,10457,204,15
16114,12/11/2017,Crown Castle Solutions,Installed,CITY,Bronx,1009359.0,247107,40.844891,-73.9092483,C,Morris Ave,E 174th St,Cross Bronx Expy,10457,204,15
14906,05/04/2017,Crown Castle NG,Installed,CITY,Bronx,1009260.0,246726,40.8438456,-73.9096076,C,E 173rd St,Morris Ave,Selwyn Ave,10457,204,15
23855,06/02/2020,ZenFi,Proposed,UTILITY,Bronx,1014062.0,247748,40.8466358,-73.8922474,B,E 178th St,Hughes Ave,Arthur Ave,10457,206,17
22678,10/22/2019,ZenFi,Installed,UTILITY,Bronx,1014641.0,247811,40.8468067,-73.8901544,B,E 179th St,Crotona Ave,Belmont Ave,10457,206,17
21580,07/02/2019,Crown Castle NG,Proposed,CITY,Bronx,1013970.0,248103,40.8476104,-73.8925784,B,Arthur Ave,E 179th St,E 178th St,10457,206,17
20521,11/21/2018,ZenFi,Installed,UTILITY,Bronx,1013721.0,246965,40.8444878,-73.8934834,B,E 176th St,Arthur Ave,Belmont Ave,10457,206,17
19202,03/26/2018,Crown Castle NG,Approved,UTILITY,Bronx,1015084.0,247832,40.8468628,-73.8885531,B,Oakland Pl,Clinton Ave,Crotona Ave,10457,206,17
19151,03/21/2018,ZenFi,Installed,UTILITY,Bronx,1013979.0,248228,40.8479535,-73.8925453,B,Arthur Ave,E 179th St,E 178th St,10457,206,17
19006,03/06/2018,ZenFi,Proposed,UTILITY,Bronx,1014180.0,247707,40.8465228,-73.8918211,B,Hughes Ave,E tremont Av,E 178th Street,10457,206,17
19005,03/06/2018,ZenFi,Installed,UTILITY,Bronx,1014373.0,246714,40.8437967,-73.891128,B,Clinton Ave,Fairmont Pl,E 176th,10457,206,17
18988,03/06/2018,ZenFi,Installed,UTILITY,Bronx,1013987.0,246201,40.8423899,-73.8925254,B,E 175th St,Clinton Ave,Crotona Ave,10457,206,17
18907,01/26/2018,ZenFi,Approved,CITY,Bronx,1014569.0,247562,40.8461235,-73.8904158,B,Crotona Avenue,East 178th Street,East Tremont Avenue,10457,206,17
18906,01/26/2018,ZenFi,Approved,CITY,Bronx,1013794.0,246858,40.8441939,-73.89322,B,Belmont Avenue,East 176th Street,Dead End,10457,206,17
18778,01/26/2018,ZenFi,Proposed,CITY,Bronx,1014418.0,247312,40.8454379,-73.8909627,B,East Tremont Avenue,Crotona Avenue,Clinton Avenue,10457,206,17
15125,09/12/2017,Crown Castle NG,Proposed,UTILITY,Bronx,1013969.0,248248,40.8480084,-73.8925813,B,E 179th St,Arthur Ave,Lafontaine Ave,10457,206,17
15079,09/06/2017,Crown Castle NG,Installed,UTILITY,Bronx,1013862.0,245909,40.8415889,-73.8929784,B,Crotona Park N,Clinton Ave,Prospect Ave,10457,206,17
10723,09/02/2015,Mobilitie I,Installed,CITY,Bronx,1013810.0,247843,40.8468973,-73.8931578,B,ARTHUR AV,E. 178TH ST.,E. TREMONT AV,10457,206,17
4964,04/04/2008,Crown Castle NG,Installed,UTILITY,Bronx,1013943.0,246699,40.843757,-73.8926822,B,Crotona Ave,E 176th St,Cross Bronx Expwy W.,10457,206,17
4417,04/10/2008,Crown Castle NG,Installed,CITY,Bronx,1013936.0,247611,40.8462602,-73.8927034,B,E Tremont Ave,Arthur Ave,Hughes Ave,10457,206,17
21649,07/03/2019,Crown Castle Fiber,Proposed,CITY,Bronx,1013256.0,246329,40.8427437,-73.8951668,B,Crotona Park N,Arthur Ave,Crotona Ave,10457,203,17
19155,03/22/2018,ZenFi,Installed,UTILITY,Bronx,1013560.0,246086,40.8420757,-73.8940691,B,Crotona Ave,Crotona Park N,Claremont Pkwy,10457,203,17
18744,01/26/2018,ZenFi,Approved,CITY,Bronx,1014055.0,245709,40.8410393,-73.8922818,B,Crotona Park North,Prospect Avenue,Clinton Avenue,10457,203,17
18318,01/26/2018,ZenFi,Installed,CITY,Bronx,1013061.0,245104,40.8393821,-73.8958768,B,Crotona Avenue,Crotona Park North,Claremont Parkway,10457,203,17
4371,04/10/2008,Crown Castle NG,Installed,CITY,Bronx,1012189.0,245048,40.8392312,-73.8990284,B,Fulton Ave,E 172nd St,Claremont Pkwy,10457,203,17
21766,07/15/2019,ZenFi,Installed,CITY,Bronx,1016006.0,258200,40.8753165,-73.8851715,C,E 205th St,Grand Concourse,Lisbon Pl,10458,207,11
21753,07/11/2019,Mobilitie II,Proposed,CITY,Bronx,1016203.0,258105,40.8750551,-73.8844596,C,E 205 Street,E Mosholu Parkway South,Grand Concourse,10458,207,11
21735,07/11/2019,Mobilitie II,Proposed,CITY,Bronx,1016448.0,258499,40.8761356,-73.8835718,C,E Mosholu Parkway S,E 206 Street,Van Courtlandt Avenue E,10458,207,11
21431,06/25/2019,ExteNet I,Approved,CITY,Bronx,1015967.0,258405,40.8758793,-73.8853116,C,E 206 ST,Grand Concourse,St Georges Crescent,10458,207,11
18869,01/26/2018,ZenFi,Approved,CITY,Bronx,1016161.0,258435,40.875961,-73.8846099,C,St Georges Crescent,East 206th Street,Van Cortlandt Avenue East,10458,207,11
18305,01/26/2018,ZenFi,Installed,CITY,Bronx,1015652.0,257909,40.8745191,-73.8864529,C,Grand Concourse,East 204th Street,East 203rd Street,10458,207,11
16480,12/11/2017,Crown Castle Solutions,Installed,CITY,Bronx,1016694.0,256223,40.8698878,-73.8826933,C,Mariohn Ave,E 201st St,E Mosholu Pkwy S,10458,207,11
16263,12/11/2017,Crown Castle Solutions,Installed,CITY,Bronx,1015953.0,257364,40.8730222,-73.8853671,C,Valentine Ave,E 202nd St,E 203rd St,10458,207,11
15618,12/01/2017,ExteNet I,Installed,CITY,Bronx,1016392.0,256026,40.8693482,-73.8837862,C,Marion Ave,Bedford Park Blvd,E 201st St,10458,207,11
13940,11/05/2016,Mobilitie II,Installed,CITY,Bronx,1015877.0,257126,40.8723692,-73.885643,C,Valentine Ave,E 201st St,E 202nd St,10458,207,11
13853,11/05/2016,Mobilitie II,Approved,CITY,Bronx,1016650.0,255387,40.8675934,-73.8828564,C,Webster Ave,Botanical Square,Bedford Park Blvd,10458,207,11
21589,07/02/2019,Crown Castle NG,Approved,CITY,Bronx,1016724.0,250323,40.853694,-73.8826134,B,E 187th St,Prospect Ave,Southern Blvd,10458,206,15
21282,06/21/2019,Mobilitie I,Proposed,CITY,Bronx,1014530.0,252980,40.8609944,-73.8905323,B,3rd Ave,E Fordham Road,E 189th St,10458,206,15
21274,06/21/2019,Mobilitie I,Proposed,CITY,Bronx,1015849.0,252222,40.8589093,-73.8857674,B,E Fordham Road,Hoffman Street,Arthur Avenue,10458,206,15
21249,06/21/2019,Mobilitie I,Proposed,CITY,Bronx,1013924.0,252691,40.8602033,-73.8927243,B,Webster Avenue,E 188 Street,E 189 Street,10458,206,15
20307,08/02/2018,Crown Castle NG,Proposed,UTILITY,Bronx,1016288.0,251124,40.8558941,-73.8841856,B,Cambreleng Ave,E 189th St,E 188th St,10458,206,15
19602,08/02/2018,Crown Castle NG,Proposed,UTILITY,Bronx,1015677.0,250435,40.8540052,-73.8863976,B,Crescent Ave,Belmont Ave,Cambreleng Ave,10458,206,15
19010,03/06/2018,ZenFi,Installed,UTILITY,Bronx,1015165.0,250757,40.8548908,-73.8882469,B,Arthur Ave,E 186th St,E 187th St,10458,206,15
19009,03/06/2018,ZenFi,Installed,UTILITY,Bronx,1015017.0,250071,40.8530084,-73.888785,B,E 183rd St,Adams Pl,Hughes Ave,10458,206,15
18804,01/26/2018,ZenFi,Installed,CITY,Bronx,1015026.0,252782,40.8604493,-73.88874,B,East Fordham Road,Washington Avenue,Bathgate Avenue,10458,206,15
18801,01/26/2018,ZenFi,Proposed,CITY,Bronx,1015742.0,252187,40.8588136,-73.8861544,B,East Fordham Road,Hoffman Street,Lorillard Place,10458,206,15
18799,01/26/2018,ZenFi,Installed,CITY,Bronx,1013395.0,251160,40.8560029,-73.8946434,B,Park Avenue,East 183rd Street,East 187th Street,10458,206,15
17023,12/11/2017,Crown Castle Solutions,Installed,CITY,Bronx,1014311.0,252609,40.8599769,-73.8913256,B,E 189th St,Third Ave,Park Ave,10458,206,15
16165,12/11/2017,Crown Castle Solutions,Proposed,CITY,Bronx,1014922.0,250379,40.8538541,-73.889127,B,Arthur Ave,E 184th St,E 186th St,10458,206,15
16049,12/11/2017,Crown Castle Solutions,Approved,CITY,Bronx,1016325.0,252125,40.8586414,-73.8840471,B,Hughes Ave,E 191st St,E Fordham Rd,10458,206,15
16039,12/11/2017,Crown Castle Solutions,Installed,CITY,Bronx,1016361.0,251316,40.8564208,-73.8839208,B,E 189th St,Cambreleng Ave,Belmont Ave,10458,206,15
15665,12/01/2017,ExteNet I,Installed,CITY,Bronx,1016668.0,250346,40.8537573,-73.8828157,B,E 187th St,Prospect Ave,Crotona Ave,10458,206,15
15524,11/22/2017,Mobilitie I,Approved,CITY,Bronx,1015970.0,251574,40.8571303,-73.885333,B,Hughes Avenue,E 189th Street,E Fordham Road,10458,206,15
15522,11/22/2017,Mobilitie I,Installed,CITY,Bronx,1015910.0,251060,40.8557198,-73.8855524,B,Belmont Avenue,E 188th Street,E 187th Street,10458,206,15
15506,11/22/2017,Mobilitie I,Approved,CITY,Bronx,1014593.0,250804,40.8550217,-73.8903143,B,3rd Avenue,Lorillard Place,E 184th Street,10458,206,15
15118,09/12/2017,Crown Castle NG,Installed,UTILITY,Bronx,1015580.0,251840,40.8578618,-73.8867416,B,Hoffman St,E 189th St,E Fordham Rd,10458,206,15
15041,09/01/2017,Crown Castle NG,Approved,UTILITY,Bronx,1014944.0,251765,40.8576582,-73.8890411,B,E 188th St,Bathgate Ave,Lorillard Pl,10458,206,15
15037,09/01/2017,Crown Castle NG,Installed,UTILITY,Bronx,1016329.0,250859,40.8551666,-73.8840387,B,E 188th St,Beaumont Ave,Cambreleng Ave,10458,206,15
14919,05/04/2017,Crown Castle NG,Approved,CITY,Bronx,1015167.0,250681,40.8546822,-73.88824,B,Arthur Ave,E 186th St,Crescent Ave,10458,206,15
14905,05/04/2017,Crown Castle NG,Installed,CITY,Bronx,1015968.0,251092,40.8558074,-73.8853426,B,Belmont Ave,E 188th St,E 189th St,10458,206,15
14902,05/04/2017,Crown Castle NG,Approved,CITY,Bronx,1016408.0,251863,40.857922,-73.8837483,B,E Fordham Rd,Belmont Ave,Hughes Ave,10458,206,15
13937,11/05/2016,Mobilitie II,Installed,CITY,Bronx,1014128.0,250963,40.8554597,-73.8919945,B,Bassford Ave,E 184th St,E 183rd St,10458,206,15
21430,06/25/2019,ExteNet I,Approved,CITY,Bronx,1013599.0,252734,40.8603224,-73.8938991,C,E 188 St,Marion Ave,Webster Ave,10458,205,15
21201,07/15/2019,ZenFi,Approved,CITY,Bronx,1013122.0,251946,40.8581611,-73.8956269,C,E 184th St,Marion Ave,Wester Ave,10458,205,15
18909,01/26/2018,ZenFi,Approved,CITY,Bronx,1012890.0,252008,40.8583321,-73.8964653,C,Tiebout Avenue,East 184th Street,East 183rdStreet,10458,205,15
18806,01/26/2018,ZenFi,Proposed,CITY,Bronx,1014010.0,253249,40.8617345,-73.8924109,C,East Fordham Road,Marion Avenue,Webster Avenue,10458,205,15
18805,01/26/2018,ZenFi,Proposed,CITY,Bronx,1012953.0,253425,40.8622211,-73.8962315,C,East Fordham Road,Valentine Avenue,Grand Concourse,10458,205,15
18803,01/26/2018,ZenFi,Installed,CITY,Bronx,1013512.0,252709,40.860254,-73.8942137,C,East 188th Street,Marion Avenue,Elm Place,10458,205,15
16519,12/11/2017,Crown Castle Solutions,Approved,CITY,Bronx,1013103.0,252546,40.859808,-73.895693,C,Tiebout Ave,E 187th St,E 188th St,10458,205,15
14904,05/04/2017,Crown Castle NG,Installed,CITY,Bronx,1012447.0,251478,40.8568788,-73.898069,C,Valentine Ave,E 183rd St,E 184th St,10458,205,15
13981,11/05/2016,Mobilitie II,Installed,CITY,Bronx,1012292.0,252304,40.8591464,-73.8986259,C,Grand Concourse,E 184th St,Field Pl,10458,205,15
13849,11/05/2016,Mobilitie II,Installed,CITY,Bronx,1013412.0,252423,40.8594694,-73.8945764,C,Marion Ave,E 187th St,E 188th St,10458,205,15
22537,09/25/2019,ZenFi,Installed,UTILITY,Bronx,1014894.0,254707,40.8657333,-73.8892084,C,Marion Ave,E 196th St,E 195th St,10458,207,15
21755,07/15/2019,ZenFi,Approved,CITY,Bronx,1014379.0,253227,40.8616729,-73.891077,C,E Fordham Rd,Webster Av,E 193rd St,10458,207,15
21261,06/21/2019,Mobilitie I,Proposed,CITY,Bronx,1014533.0,255030,40.866621,-73.8905121,C,Bainbridge Avenue,E 196 Street,Briggs Avenue,10458,207,15
21259,06/21/2019,Mobilitie I,Proposed,CITY,Bronx,1014258.0,254029,40.8638745,-73.8915109,C,Marion Avenue,E 193 Street,E 194 Street,10458,207,15
21254,06/21/2019,Mobilitie I,Proposed,CITY,Bronx,1014186.0,255925,40.8690787,-73.8917627,C,Grand Concourse,E 197 Street,Miriam Street,10458,207,15
21233,06/21/2019,Mobilitie I,Proposed,CITY,Bronx,1013591.0,253835,40.8633443,-73.8939232,C,Briggs Avenue,E Kingbridge Road,E 194 Street,10458,207,15
21223,06/21/2019,Mobilitie I,Proposed,CITY,Bronx,1014366.0,253571,40.8626171,-73.8911225,C,Decatur Avenue,E 193 Street,E Fordham Road,10458,207,15
20737,01/17/2019,ZenFi,Installed,UTILITY,Bronx,1013157.0,253577,40.8626376,-73.8954933,C,Valentine Av,E fordham Rd,E 192nd St,10458,207,15
20524,11/21/2018,ZenFi,Installed,UTILITY,Bronx,1014330.0,255088,40.8667809,-73.8912458,C,Briggs Ave,E 196th St,E 194th St,10458,207,15
20523,11/21/2018,ZenFi,Installed,UTILITY,Bronx,1014535.0,255791,40.8687097,-73.8905015,C,E 197th St,Valentine Ave,Briggs Ave,10458,207,15
19598,08/02/2018,Crown Castle NG,Proposed,UTILITY,Bronx,1014261.0,253900,40.8635205,-73.8915006,C,E 193rd St,Marion Ave,Decatur Ave,10458,207,15
19013,03/06/2018,ZenFi,Installed,UTILITY,Bronx,1014304.0,254161,40.8642367,-73.891344,C,E 194th St,Marion Ave,Bainbridge Ave,10458,207,15
18920,01/26/2018,ZenFi,Approved,CITY,Bronx,1014495.0,253735,40.8630668,-73.8906554,C,Decatur Avenue,East 193rd Street,East 194th Street,10458,207,15
18807,01/26/2018,ZenFi,Installed,CITY,Bronx,1013561.0,253612,40.8627323,-73.8940326,C,East Kingsbridge Boulevard,Briggs Avenue,East Fordham Road,10458,207,15
18639,01/26/2018,ZenFi,Installed,CITY,Bronx,1014440.0,256252,40.8699754,-73.8908429,C,Grand Concourse,East 198th Street,East 197th Street,10458,207,15
17603,12/31/2017,Crown Castle Fiber,Approved,CITY,Bronx,1014875.0,253740,40.8630792,-73.8892815,C,Webster Ave,E 194th St,E 195th St,10458,207,15
17024,12/11/2017,Crown Castle Solutions,Installed,CITY,Bronx,1013329.0,253411,40.8621814,-73.8948722,C,E Fordham Rd,Tiebout Ave,Valentine Ave,10458,207,15
16112,12/11/2017,Crown Castle Solutions,Installed,CITY,Bronx,1013846.0,254518,40.8652181,-73.8929982,C,E 194th St,Briggs Ave,Valentine Ave,10458,207,15
16096,12/11/2017,Crown Castle Solutions,Approved,CITY,Bronx,1013951.0,255039,40.8666477,-73.8926163,C,Valentine Ave,E 196th St,E 194th St,10458,207,15
16092,12/11/2017,Crown Castle Solutions,Installed,CITY,Bronx,1013698.0,254055,40.8639478,-73.8935354,C,Briggs Ave,E Kingsbridge Rd,E 194th St,10458,207,15
15619,12/01/2017,ExteNet I,Installed,CITY,Bronx,1015715.0,256045,40.8694028,-73.8862339,C,Bainbridge Ave,Bedford Park Blvd,E 198th St,10458,207,15
15525,11/22/2017,Mobilitie I,Installed,CITY,Bronx,1014137.0,255306,40.8673799,-73.8919426,C,Valentine Avenue,E 196th Street,E 194th Street,10458,207,15
15514,11/22/2017,Mobilitie I,Installed,CITY,Bronx,1014068.0,253649,40.8628322,-73.8921995,C,Marion Avenue,Dorothea Place,E Fordham Road,10458,207,15
15508,11/22/2017,Mobilitie I,Installed,CITY,Bronx,1014739.0,255639,40.8682919,-73.8897646,C,E 197th Street,Briggs Avenue,Bainbridge Avenue,10458,207,15
15484,11/22/2017,Mobilitie I,Installed,CITY,Bronx,1015691.0,254650,40.865574,-73.8863272,C,Webster Avenue,E 197th Street,E 198th Street,10458,207,15
15084,09/06/2017,Crown Castle NG,Proposed,UTILITY,Bronx,1014959.0,255077,40.8667486,-73.8889717,C,E 197th St,Pond Pl,Bainbridge Ave,10458,207,15
15060,09/06/2017,Crown Castle NG,Installed,UTILITY,Bronx,1014587.0,254501,40.8651689,-73.8903193,C,Marion Ave,E 195th St,E 194th St,10458,207,15
14900,05/04/2017,Crown Castle NG,Installed,CITY,Bronx,1013866.0,253324,40.8619409,-73.8929312,C,E Fordham Rd,Marion Ave,Bainbridge Ave,10458,207,15
14009,11/05/2016,Mobilitie II,Installed,CITY,Bronx,1014921.0,254732,40.8658018,-73.8891107,C,Marion Ave,E 196th St,E 197th St,10458,207,15
13943,11/05/2016,Mobilitie II,Installed,CITY,Bronx,1016020.0,255360,40.8675216,-73.8851344,C,Decatur Ave,E 199th St,Oliver Pl,10458,207,15
6673,04/14/2009,Crown Castle NG,Installed,CITY,Bronx,1016585.0,257366,40.8730254,-73.8830819,C,Briggs Ave,E Mosholu Pkwy (E 239th St),E 202nd St,10458,207,11
4764,04/04/2008,Crown Castle NG,Installed,UTILITY,Bronx,1015764.0,256568,40.8708381,-73.8860542,C,Briggs Ave,Bedford Park Blvd,E 201st St,10458,207,11
4600,04/04/2008,Crown Castle NG,Installed,UTILITY,Bronx,1016508.0,256480,40.8705939,-73.8833646,C,Perry Ave,E 201st St,Bedford Park Blvd,10458,207,11
4458,04/10/2008,Crown Castle NG,Installed,CITY,Bronx,1015983.0,258889,40.8772077,-73.8852514,C,Grand Concourse,Van Cortlandt Ave E,St. George's CR,10458,207,11
4457,04/10/2008,Crown Castle NG,Installed,CITY,Bronx,1016468.0,258329,40.8756689,-73.8835003,C,E Mosholu Pkwy S,E 206th St,E 205th St,10458,207,11
4453,04/10/2008,Crown Castle NG,Installed,CITY,Bronx,1015889.0,257057,40.8721798,-73.8856,C,Valentine Ave,E 201st St,E 200th St,10458,207,11
4416,04/10/2008,Crown Castle NG,Installed,CITY,Bronx,1016116.0,257759,40.8741057,-73.8847759,C,Valentine Ave,E 204th St,E 203rd St,10458,207,11
4414,04/10/2008,Crown Castle NG,Installed,CITY,Bronx,1015107.0,256766,40.8713838,-73.8884289,C,Grand Concourse,E 199th St,Bedford PK BL,10458,207,11
4335,04/10/2008,Crown Castle NG,Installed,CITY,Bronx,1016949.0,256055,40.8694257,-73.8817721,C,E Mosholu Parkway S,Decature Avenue,Webster Avenue,10458,207,11
11445,03/09/2016,Mobilitie I,Installed,CITY,Bronx,1014900.0,250270,40.853555,-73.889207,B,ARTHUR AVE,E 184TH ST,E 186TH ST,10458,206,15
5028,05/09/2008,Crown Castle NG,Installed,CITY,Bronx,1016158.0,251383,40.8566054,-73.8846543,B,Bellmont Ave,E 189th St,E 188th St,10458,206,15
5027,05/09/2008,Crown Castle NG,Installed,CITY,Bronx,1014991.0,251426,40.8567276,-73.8888728,B,Lorillard Pl,E 187th St,E 188th St,10458,206,15
4922,04/04/2008,Crown Castle NG,Installed,UTILITY,Bronx,1015508.0,251279,40.8563223,-73.8870045,B,Arthur Ave,E 188th St,E 187th St,10458,206,15
4754,04/04/2008,Crown Castle NG,Installed,UTILITY,Bronx,1015925.0,250508,40.8542046,-73.8855008,B,Crescent Ave,Cambreleng Ave,E 186th St,10458,206,15
4722,04/04/2008,Crown Castle NG,Installed,UTILITY,Bronx,1014024.0,250786,40.8549743,-73.8923713,B,E 183rd St,Bassford Ave,Bathgate Ave,10458,206,15
4687,04/04/2008,Crown Castle NG,Installed,UTILITY,Bronx,1013747.0,251804,40.8577693,-73.8933681,B,Park Ave,E 187th St,E 186th St,10458,206,15
4409,04/10/2008,Crown Castle NG,Installed,CITY,Bronx,1014557.0,253100,40.8613237,-73.8904341,B,E Fordham Rd,Park Ave,Webster Ave,10458,206,15
4358,04/10/2008,Crown Castle NG,Installed,CITY,Bronx,1016179.0,249636,40.8518103,-73.8845867,B,Crotona Ave,E 183rd St,E 187th St,10458,206,15
4356,04/10/2008,Crown Castle NG,Installed,CITY,Bronx,1016876.0,251658,40.8573576,-73.8820575,B,E Fordham Rd,Crotona Ave,Cambreleng Ave,10458,206,15
4355,04/10/2008,Crown Castle NG,Installed,CITY,Bronx,1014763.0,252460,40.8595664,-73.8896923,B,Washington Ave,E 189th St,E North Rd,10458,206,15
4330,04/10/2008,Crown Castle NG,Installed,CITY,Bronx,1017491.0,255332,40.8674393,-73.879816,B,DR Theodore Kazimiroff,Mosholu Parkway,Bronx park Road,10458,227,15
11447,03/09/2016,Mobilitie I,Installed,CITY,Bronx,1013074.0,251547,40.8570662,-73.8958021,C,E 184TH ST,WEBSTER AVE,MARION AVE,10458,205,15
11280,12/15/2015,ZenFi,Proposed,CITY,Bronx,1013570.0,252674,40.8601578,-73.8940042,C,E 188th St,Marion Av,Webster ave,10458,205,15
4804,04/04/2008,Crown Castle NG,Installed,UTILITY,Bronx,1013320.0,252352,40.8592748,-73.8949093,C,Marion Ave,E 187th St,E 184th St,10458,205,15
4406,04/10/2008,Crown Castle NG,Installed,CITY,Bronx,1013172.0,252923,40.8608425,-73.8954419,C,E 188th St,Tiebout Ave,Valentine Ave,10458,205,15
4401,04/10/2008,Crown Castle NG,Installed,CITY,Bronx,1012373.0,252267,40.8590446,-73.8983332,C,Ryer Ave,E 184th St,Field Pl,10458,205,15
4353,04/10/2008,Crown Castle NG,Installed,CITY,Bronx,1013258.0,251581,40.8571589,-73.8951368,C,Webster Ave,E 184th St,E 187th St,10458,205,15
11316,12/15/2015,ZenFi,Proposed,CITY,Bronx,1013924.0,255478,40.8678527,-73.892712,C,Valentine Ave,196,Briggs Ave,10458,207,15
11289,12/15/2015,ZenFi,Installed,CITY,Bronx,1013535.0,253807,40.8632676,-73.8941257,C,Briggs Ave,East Kingsbridge Rd,192,10458,207,15
11288,12/15/2015,ZenFi,Proposed,CITY,Bronx,1013942.0,254448,40.8650256,-73.8926515,C,Briggs Ave,194th St,Bainsbridge Ave,10458,207,15
8313,02/25/2011,Crown Castle NG,Installed,CITY,Bronx,1014976.0,254322,40.8646763,-73.8889137,C,Decatur Ave,E 195th St,E 194th St,10458,207,15
