Id,Reservation Date,Franchisee Name ,Status,Pole Class,Borough,X Coord.,Y Coord.,Latitude,Longitude,Zone,On street,Cross street 1,Cross street 2,Park Advisory,Historic Landmark Advisory,Scenic Landmark Advisory,BID Advisory,School Advisory,Zipcode,Community Board,Council District
22798,11/08/2019,ZenFi,Approved,UTILITY,Queens,1014864,193750,40.69842280000,-73.88959470000,B,Cooper Ave,65th Street,64th Lane,,,,,,11385,405,30
22427,09/04/2019,ZenFi,Approved,CITY,Queens,1014708,194773,40.70123120000,-73.89015260000,B,Myrtle Ave,65th St,65th Pl,,,,,,11385,405,30
22400,08/27/2019,Mobilitie II,Approved,CITY,Queens,1019211,195955,40.70445890000,-73.87390640000,B,78 Avenue,75 Street,76 Street,,,,,,11385,405,30
22398,08/27/2019,Mobilitie II,Approved,CITY,Queens,1016740,195889,40.70428710000,-73.88281880000,B,Central Avenue,69 Place,70 Street,,,,,,11385,405,30
22397,08/27/2019,Mobilitie II,Proposed,CITY,Queens,1017016,195030,40.70192840000,-73.88182750000,B,Myrtle Avenue,69 Place,70 Street,,,,,,11385,405,30
22396,08/27/2019,Mobilitie II,Approved,CITY,Queens,1015271,195375,40.70288160000,-73.88811940000,B,Central Avenue,66 Place,66 Street,,,,,,11385,405,30
22395,08/27/2019,Mobilitie II,Approved,CITY,Queens,1014144,195024,40.70192210000,-73.89218560000,B,Central Avenue,Cypress Hills Street,64 Place,,,,,,11385,405,30
22394,08/27/2019,Mobilitie II,Approved,CITY,Queens,1014046,192694,40.69552710000,-73.89254930000,B,80 Avenue,61 Street,62 Street,,,,,,11385,405,30
22393,08/27/2019,Mobilitie II,Proposed,CITY,Queens,1012987,196180,40.70509880000,-73.89635340000,B,Fresh Pond Road,68 Avenue,68 Road,,,,,,11385,405,30
22377,08/27/2019,Mobilitie II,Proposed,CITY,Queens,1012789,196712,40.70655970000,-73.89706530000,B,Fresh Pond Road,Putnam Avenue,Madison Street,,,,,,11385,405,30
22376,08/27/2019,Mobilitie II,Proposed,CITY,Queens,1010297,196323,40.70549970000,-73.90605500000,B,Gates Avenue,Woodward Avenue,Fairview Avenue,,,,,,11385,405,30
22375,08/27/2019,Mobilitie II,Proposed,CITY,Queens,1009566,198810,40.71232800000,-73.90868220000,B,Tonsor Street,Metropolitan Avenue,Himrod Street,,,,,,11385,405,30
21988,08/14/2019,Crown Castle Solutions,Approved,CITY,Queens,1013892,195312,40.70271340000,-73.89309320000,B,Shaler Ave,64th St,64th Pl,,,,,,11385,405,30
21859,08/10/2019,Mobilitie I,Installed,CITY,Queens,1014023,194980,40.70180170000,-73.89262220000,B,Cypress Hills Street,Central Avenue,64 Place,,,,,,11385,405,30
21858,08/10/2019,Mobilitie I,Installed,CITY,Queens,1016706,195828,40.70411980000,-73.88294170000,B,Central Avenue,69 Place,69 Street,,,,,,11385,405,30
20984,03/07/2019,ZenFi,Approved,UTILITY,Queens,1016323,195385,40.70290530000,-73.88432520000,B,68th Pl,Central Av,Myrtle Av,,,,,,11385,405,30
18253,01/03/2018,Crown Castle NG,Approved,UTILITY,Queens,1011930,196627,40.70632910000,-73.90016390000,B,60th Pl,Madison St,Putnam Ave,,Central Ridgewood Historic District,,,,11385,405,30
18247,01/03/2018,Crown Castle NG,Approved,UTILITY,Queens,1013426,195402,40.70296200000,-73.89477350000,B,Cypress Hills St,70th Ave,Fresh Pond Rd,,,,,,11385,405,30
18245,01/03/2018,Crown Castle NG,Approved,UTILITY,Queens,1012226,192544,40.69512130000,-73.89911330000,B,St Felix Ave,Cypress Ave,79th Ave,,,,,,11385,405,30
17946,12/29/2017,Extenet II,Approved,CITY,Queens,1015170,192945,40.69621220000,-73.88849480000,B,80th Ave,65th Street,64th Lane,,,,,,11385,405,30
17933,12/29/2017,Extenet II,Approved,CITY,Queens,1022914,197565,40.70886250000,-73.86054150000,B,75th Ave,Woodhaven Blvd,88th St,,,,,,11385,405,30
17722,12/29/2017,Extenet II,Approved,CITY,Queens,1014294,192440,40.69482910000,-73.89165610000,B,62nd St,80th Rd,80th Ave,,,,,,11385,405,30
17720,12/29/2017,Extenet II,Approved,CITY,Queens,1014850,195858,40.70420880000,-73.88963560000,B,70th Ave,66th St,Otto Rd,,,,,,11385,405,30
17719,12/29/2017,Extenet II,Approved,CITY,Queens,1015263,196429,40.70577460000,-73.88814340000,B,Otto Rd,67th St,67th Pl,,,,,,11385,405,30
17699,12/29/2017,Extenet II,Approved,CITY,Queens,1023071,198217,40.71065140000,-73.85997150000,B,Rutledge Ave,Woodhaven Blvd,89th St,,,,,,11385,405,30
17205,12/08/2017,Extenet II,Approved,UTILITY,Queens,1008929,198796,40.71229140000,-73.91097990000,B,Rene Ct,Grandview Ave,Metropolitan Ave,,,,,,11385,405,30
17203,12/08/2017,Extenet II,Approved,UTILITY,Queens,1008885,197878,40.70977180000,-73.91114200000,B,Fairview Ave,Stanhope St,Himrod St,,,,,,11385,405,30
17148,01/08/2018,Mobilitie II,Installed,CITY,Queens,1017734,195060,40.70200800000,-73.87923790000,B,Myrtle Avenue,71st Place,71st Street,,,,,,11385,405,30
17147,01/08/2018,Mobilitie II,Installed,CITY,Queens,1010712,196508,40.70600620000,-73.90455740000,B,Fairview Avenue,Palmetto Street,Gates Avenue,,Ridgewood North Historic District,,,,11385,405,30
16795,12/02/2017,Crown Castle Solutions,Approved,CITY,Queens,1015563,194868,40.70148900000,-73.88706860000,B,Myrtle Ave,66th Pl,67th St,,,,,,11385,405,30
15861,11/16/2017,Extenet II,Approved,UTILITY,Queens,1013189,191853,40.69322160000,-73.89564350000,B,Cypress Ave,Clover Pl,Vermont Pl,,,,,,11385,405,30
15842,11/15/2017,Extenet II,Approved,UTILITY,Queens,1015557,191145,40.69127020000,-73.88710760000,B,Cypress Ave,Cypress Hills St,Vermont Pl,Jackie Robinson Parkway,,,,,11385,405,30
15841,11/15/2017,Extenet II,Approved,UTILITY,Queens,1016300,191352,40.69183570000,-73.88442730000,B,Cypress Ave,Cypress Hills St,Vermont Pl,Jackie Robinson Parkway,,,,,11385,405,30
15778,11/14/2017,Crown Castle NG,Approved,UTILITY,Queens,1015283,195522,40.70328500000,-73.88807540000,B,66th Pl,Central Ave,70th Ave,,,,,,11385,405,30
15777,11/14/2017,Crown Castle NG,Proposed,UTILITY,Queens,1013852,195260,40.70257080000,-73.89323770000,B,Shaler Ave,64th St,Cypress Hills St,,,,,,11385,405,30
15420,11/22/2017,Mobilitie I,Installed,CITY,Queens,1011291,196391,40.70568330000,-73.90246960000,B,Madison Street,Forest Avenue,Fairview Avenue,,,,,IS 93,11385,405,30
14701,04/27/2017,Mobilitie I,Installed,CITY,Queens,1010304,196830,40.70689120000,-73.90602780000,B,Fairview Avenue,Linden Street,Grove St,,,,,,11385,405,30
14700,04/27/2017,Mobilitie I,Installed,CITY,Queens,1012855,193126,40.69671680000,-73.89684250000,B,St Felix Ave,60th Street,Seneca Ave,,,,,,11385,405,30
14301,10/28/2016,Mobilitie I,Installed,UTILITY,Queens,1012656,195556,40.70338720000,-73.89754990000,B,Catalpa Ave,60th Lane,Fresh Pond Rd,,Central Ridgewood Historic District,,,,11385,405,30
14281,10/28/2016,Mobilitie I,Installed,UTILITY,Queens,1013566,197707,40.70928820000,-73.89425850000,B,Palmetto St,Traffic Ave,64th St,,,,,,11385,405,30
14031,10/24/2016,Mobilitie II,Installed,CITY,Queens,1013380,193785,40.69852380000,-73.89494640000,B,75th Ave,60th Lane,60th Place,,,,,,11385,405,30
13973,10/24/2016,Mobilitie II,Installed,CITY,Queens,1009223,198312,40.71096210000,-73.90992120000,B,Grandview Ave,Stanhope St,Himrod St,,,,,,11385,405,30
13896,10/24/2016,Mobilitie II,Installed,CITY,Queens,1009066,197788,40.70952430000,-73.91048950000,B,Fairview Ave,Himrod St,Stanhope St,,,,,,11385,405,30
13630,09/29/2016,Mobilitie I,Installed,UTILITY,Queens,1013270,196356,40.70558100000,-73.89533200000,B,68th Ave,62nd St,64th St,,,,,,11385,405,30
13557,09/28/2016,Mobilitie I,Installed,UTILITY,Queens,1013258,197217,40.70794430000,-73.89537150000,B,64th St,Madison St,Woodbine St,,,,,,11385,405,30
12606,08/10/2016,Mobilitie I,Installed,CITY,Queens,1010847,197106,40.70764720000,-73.90406820000,B,Grandview Ave,Gates Ave,Linden Ave,,,,,,11385,405,30
12605,08/10/2016,Mobilitie I,Installed,CITY,Queens,1009782,196920,40.70713980000,-73.90791020000,B,St. John's Rd,Menahan St,Grove St,,,,,,11385,405,30
12447,08/10/2016,Mobilitie I,Installed,CITY,Queens,1016867,194638,40.70085300000,-73.88236680000,B,Cooper Ave,69th St,96 PL,,,,,,11385,405,30
12446,08/10/2016,Mobilitie I,Installed,CITY,Queens,1023749,196125,40.70490640000,-73.85753820000,B,Woodhaven Blvd,81st Ave,81st Rd,,,,,,11385,405,30
12342,08/10/2016,Mobilitie I,Installed,CITY,Queens,1010455,198482,40.71142510000,-73.90547670000,B,Forest Ave,Greene Ave,Bleeker St,,,,,,11385,405,30
12331,08/10/2016,Mobilitie I,Installed,CITY,Queens,1011794,198591,40.71172030000,-73.90064640000,B,Bleeker St,Fresh Pond Rd,61st St,,,,,,11385,405,30
12045,07/07/2016,Mobilitie I,Installed,UTILITY,Queens,1011759,196886,40.70704050000,-73.90077960000,B,Woodbine St,60Th Pl,Forest Ave,,,,,,11385,405,30
11529,03/09/2016,Mobilitie I,Installed,CITY,Queens,1011546,195380,40.70290760000,-73.90155400000,B,68TH RD,WOODWARD AVE,Forest Ave,,,,,,11385,405,30
19508,07/20/2018,Extenet II,Approved,UTILITY,Queens,1026906,194012,40.69909200000,-73.84616520000,B,Park La S,102 St,104 St,Forest Park,,,,,11385,482,30
13111,08/25/2016,Mobilitie I,Installed,UTILITY,Queens,1026591,193908,40.69880810000,-73.84730190000,B,Park Ln S,Freedom Drive,98th St,Forest Park,,,,,11385,482,30
22425,09/04/2019,ZenFi,Approved,CITY,Queens,1012242,194488,40.70045710000,-73.89904750000,B,Myrtle Ave,Stephen St,Norman St,,,,Myrtle Avenue DMA,,11385,405,34
22392,08/27/2019,Mobilitie II,Approved,CITY,Queens,1012546,194042,40.69923200000,-73.89795300000,B,Forest Avenue,Summerfield Street,Decatur Street,,,,,,11385,405,34
22391,08/27/2019,Mobilitie II,Approved,CITY,Queens,1010775,193414,40.69751370000,-73.90434240000,B,Centre Street,Cypress Avenue,Wyckoff Avenue,,,,,,11385,405,34
22390,08/27/2019,Mobilitie II,Proposed,CITY,Queens,1010970,194442,40.70033480000,-73.90363510000,B,Seneca Avenue,Myrtle Avenue,Weirfield Street,,,,Myrtle Avenue DMA,,11385,405,34
22389,08/27/2019,Mobilitie II,Proposed,CITY,Queens,1007797,197342,40.70830360000,-73.91506830000,B,Dekalb Avenue,Onderdonk Avenue,Seneca Avenue,,,,,,11385,405,34
22374,08/27/2019,Mobilitie II,Proposed,CITY,Queens,1008940,195413,40.70300580000,-73.91095270000,B,Cypress Avenue,Grove Street,Linden Street,,,,,,11385,405,34
22347,08/31/2019,ExteNet I,Approved,CITY,Brooklyn,1009736,193566,40.69793400000,-73.90808880000,B,Wycoff Ave,Cornelia St,Putman Ave,,,,,,11385,405,34
22169,08/23/2019,Extenet II,Approved,CITY,Queens,1010704,194709,40.70106840000,-73.90459340000,B,Seneca Ave,Cornelia St,Catalpa Ave,,,,,,11385,405,34
22003,08/14/2019,Crown Castle Solutions,Approved,CITY,Queens,1009696,194772,40.70124430000,-73.90822850000,B,Cypress Ave,Woodbine St,Palmetto St,,,,,,11385,405,34
21915,08/10/2019,Mobilitie I,Proposed,CITY,Queens,1008323,196557,40.70614750000,-73.91317390000,B,Seneca Avenue,Harman Street,Himrod Street,,,,,,11385,405,34
21888,08/10/2019,Mobilitie I,Proposed,CITY,Queens,1008062,197931,40.70991950000,-73.91411040000,B,Woodward Avenue,Hart Street,Dekalb Avenue,,,,,,11385,405,34
21862,08/10/2019,Mobilitie I,Proposed,CITY,Queens,1010741,193959,40.69900970000,-73.90446290000,B,Cypress Avenue,Weirfield Street,Hancock Street,,,,,PS 75 PERRY,11385,405,34
19397,06/18/2018,Extenet II,Approved,UTILITY,Queens,1007892,197412,40.70849550000,-73.91472540000,B,Onderdonk Ave,De Kalb Ave,Stockholm St,,,,,,11385,405,34
19337,05/29/2018,Extenet II,Approved,UTILITY,Queens,1011247,195420,40.70301830000,-73.90263220000,B,Woodward Ave,Cornelia St,Catalpa Ave,,Ridgewood South Historic District,,,,11385,405,34
18620,01/16/2018,Crown Castle NG,Approved,UTILITY,Queens,1009144,195202,40.70242610000,-73.91021770000,B,Cypress Ave,Linden St,Gates Ave,,,,,,11385,405,34
18619,01/16/2018,Crown Castle NG,Proposed,UTILITY,Queens,1009610,194840,40.70143120000,-73.90853840000,B,Cypress Ave,Palmetto St,Woodbine St,,,,,,11385,405,34
18246,01/03/2018,Crown Castle NG,Approved,UTILITY,Queens,1011897,192827,40.69589910000,-73.90029850000,B,Decatur St,Cypress Ave,Wyckoff Ave,,,,,,11385,405,34
18158,12/29/2017,Crown Castle NG,Approved,UTILITY,Queens,1009635,196060,40.70477970000,-73.90844360000,B,Onderdonk Ave,Linden St,Grove St,,,,,,11385,405,34
18154,12/29/2017,Crown Castle NG,Installed,UTILITY,Queens,1008643,195016,40.70191700000,-73.91202530000,B,St Nicholas Ave,Grove St,Linden St,,,,,,11385,405,34
17938,12/29/2017,Extenet II,Approved,CITY,Queens,1007729,198187,40.71062310000,-73.91531060000,B,Woodward Ave,Starr St,Stanhope St,,,,,,11385,405,34
17204,12/08/2017,Extenet II,Approved,UTILITY,Queens,1008970,199100,40.71312570000,-73.91083090000,B,Metropolitan Ave,Arnold Ave,Rene Ct,,,,,,11385,405,34
17146,01/08/2018,Mobilitie II,Installed,CITY,Queens,1009064,195984,40.70457270000,-73.91050330000,B,Seneca Avenue,Menahan Street,Grove Street,,,,,,11385,405,34
15839,11/15/2017,Extenet II,Approved,UTILITY,Queens,1009153,198379,40.71114620000,-73.91017350000,B,Grandview Ave,Stanhope St,Amory Ct,Grover Cleveland Playground,,,,,11385,405,34
15838,11/15/2017,Extenet II,Approved,UTILITY,Queens,1008436,199149,40.71326160000,-73.91275700000,B,Metropolitan Ave,Grandview Ave,Arnold Ave,,,,,,11385,405,34
15739,11/14/2017,Crown Castle NG,Approved,UTILITY,Queens,1009658,195563,40.70341550000,-73.90836260000,B,Gates Ave,Seneca Ave,Onderdonk Ave,,,,,,11385,405,34
15738,11/14/2017,Crown Castle NG,Approved,UTILITY,Queens,1009326,195130,40.70222800000,-73.90956160000,B,Gates Ave,Cypress Ave,Seneca Ave,,,,,,11385,405,34
15435,11/22/2017,Mobilitie I,Installed,CITY,Queens,1010711,195229,40.70249570000,-73.90456610000,B,Onderonik Avenue,Putnam Avenue,Madison Street,,Ridgewood South Historic District,,,,11385,405,34
14523,01/30/2017,Mobilitie I,Approved,UTILITY,Queens,1011332,194691,40.70101710000,-73.90232860000,B,Onderdonk Ave,69th Ave,70th Ave,,,,Myrtle Avenue DMA,,11385,405,34
14284,10/28/2016,Mobilitie I,Installed,UTILITY,Queens,1012389,193347,40.69732480000,-73.89852210000,B,Seneca Ave,Decatur St,St. Felix Ave,,,,,,11385,405,34
14013,10/24/2016,Mobilitie II,Installed,CITY,Queens,1008735,195575,40.70345100000,-73.91169140000,B,Cypress Ave,Menahan St,Grove St,,,,,,11385,405,34
13972,10/24/2016,Mobilitie II,Installed,CITY,Queens,1007111,198664,40.71193400000,-73.91753810000,B,Woodward Ave,Troutman St,Flushing Ave,,,,,,11385,405,34
13558,09/28/2016,Mobilitie I,Installed,UTILITY,Queens,1008149,197862,40.70972990000,-73.91379680000,B,Woodward Ave,Dekalb Ave,Hart St,,,,,,11385,405,34
13163,08/26/2016,Mobilitie I,Installed,UTILITY,Queens,1012461,193939,40.69894950000,-73.89826000000,B,Summerfield St,Forest Ave,Seneca Ave,,,,,,11385,405,34
13109,08/25/2016,Mobilitie I,Installed,UTILITY,Brooklyn,1009563,195438,40.70307270000,-73.90870570000,B,Gates Ave,Seneca Ave,Cypress Ave,,,,,,11385,405,34
12500,08/10/2016,Mobilitie I,Installed,CITY,Queens,1009700,195958,40.70449960000,-73.90820960000,B,Onderdonk Ave,Linden St,Gates Ave,,,,,,11385,405,34
12341,08/10/2016,Mobilitie I,Installed,CITY,Queens,1009763,194772,40.70124410000,-73.90798690000,B,Cypress Ave,Woodbine St,Madison St,,,,,,11385,405,34
12340,08/10/2016,Mobilitie I,Installed,CITY,Queens,1010767,192250,40.69431880000,-73.90437580000,B,Govert St,Irving Ave,Wycoff Ave,,,,,,11385,405,34
12220,08/10/2016,Mobilitie I,Installed,CITY,Queens,1007227,197871,40.70975710000,-73.91712240000,B,Onderdonk Ave,Willoughby Ave,Suydam St,,,,,,11385,405,34
12058,07/08/2016,Mobilitie I,Installed,UTILITY,Queens,1010667,194675,40.70097520000,-73.90472690000,B,Seneca Ave,Cornelia St,Myrtle Ave,,,,Myrtle Avenue DMA,,11385,405,34
12039,07/07/2016,Mobilitie I,Installed,UTILITY,Queens,1008629,196778,40.70675330000,-73.91206940000,B,Harman St,Onderdonk St,Seneca Ave,,,,,,11385,405,34
22796,11/08/2019,ZenFi,Proposed,UTILITY,Queens,1055630,194837,40.70117140000,-73.74256660000,B,Nashville Blvd,212th St,115th Ave,,,,,,11411,413,27
21947,08/14/2019,Crown Castle Solutions,Proposed,CITY,Queens,1058814,192541,40.69484320000,-73.73110890000,B,229th St,116th Ave,115th Rd,,,,,,11411,413,27
21946,08/14/2019,Crown Castle Solutions,Approved,CITY,Queens,1057948,191150,40.69103250000,-73.73424700000,B,228th St,118th Ave,119th Ave,,,,,,11411,413,27
21945,08/14/2019,Crown Castle Solutions,Proposed,CITY,Queens,1057725,191892,40.69307090000,-73.73504310000,B,226th St,Linden Blvd,118th Ave,,,,,,11411,413,27
21944,08/14/2019,Crown Castle Solutions,Proposed,CITY,Queens,1056605,191169,40.69109570000,-73.73908960000,B,119th Ave,223rd St,224th St,,,,,,11411,413,27
21942,08/14/2019,Crown Castle Solutions,Proposed,CITY,Queens,1058028,192626,40.69508310000,-73.73394240000,B,116th Ave,226th St,227th St,,,,,,11411,413,27
21939,08/14/2019,Crown Castle Solutions,Approved,CITY,Queens,1057365,193124,40.69645550000,-73.73632790000,B,223rd St,116th Ave,115th Rd,,,,,,11411,413,27
21938,08/14/2019,Crown Castle Solutions,Proposed,CITY,Queens,1057333,190883,40.69030470000,-73.73646760000,B,119th Ave,226th St,227th St,,,,,,11411,413,27
21937,08/14/2019,Crown Castle Solutions,Proposed,CITY,Queens,1056968,191754,40.69269840000,-73.73777440000,B,118th Ave,224th St,223rd St,,,,,,11411,413,27
21115,09/04/2019,ZenFi,Approved,CITY,Queens,1057001,192182,40.69387290000,-73.73765070000,B,223th St,Linden Blvd,118th Ave,,,,,,11411,413,27
20950,03/06/2019,ZenFi,Approved,UTILITY,Queens,1054996,193665,40.69795960000,-73.74486540000,B,116th Av,208th St,Nashville Blvd,,,,,,11411,413,27
20918,03/06/2019,Extenet II,Approved,UTILITY,Queens,1058079,192671,40.69520620000,-73.73375800000,B,116 Av,226 St,227 St,,,,,,11411,413,27
20633,12/10/2018,Extenet II,Approved,UTILITY,Queens,1056575,193264,40.69684620000,-73.73917530000,B,116 Ave,220 St,221 ST,,,,,,11411,413,27
19892,08/02/2018,Crown Castle NG,Proposed,UTILITY,Queens,1057797,192780,40.69550770000,-73.73477370000,B,116th Ave,225th St,226th St,,,,,,11411,413,27
19891,08/02/2018,Crown Castle NG,Approved,UTILITY,Queens,1056332,191219,40.69123520000,-73.74007350000,B,119th Ave,222nd St,223rd St,,,,,,11411,413,27
19224,03/27/2018,Crown Castle NG,Installed,UTILITY,Queens,1054427,190789,40.69007020000,-73.74694740000,B,Springfield Blvd,121st Ave,120th Ave,,,,,,11411,413,27
19078,03/12/2018,ZenFi,Installed,UTILITY,Queens,1058621,191724,40.69260230000,-73.73181390000,B,Linden Blvd,230th St,229th St,,,,,,11411,413,27
18602,01/18/2018,ExteNet I,Approved,CITY,Queens,1059742,194687,40.70072560000,-73.72773830000,B,Cross Island Pkwy Srv Rd,114th Rd,114th Dr,,,,,,11411,413,27
18601,01/18/2018,ExteNet I,Approved,CITY,Queens,1057999,194146,40.69925530000,-73.73403030000,B,115th Ave,224th St,223rd St,,,,,,11411,413,27
18600,01/18/2018,ExteNet I,Approved,CITY,Queens,1057067,193779,40.69825570000,-73.73739550000,B,115th Rd,221st St,222nd St,,,,,,11411,413,27
18599,01/18/2018,ExteNet I,Approved,CITY,Queens,1058507,192445,40.69458230000,-73.73221700000,B,116th Ave,228th St,229th St,,,,,,11411,413,27
18593,01/18/2018,ExteNet I,Approved,CITY,Queens,1056240,190258,40.68859820000,-73.74041550000,B,223rd St,120th Ave,Francis Lewis Blvd,,,,,,11411,413,27
18591,01/18/2018,ExteNet I,Approved,CITY,Queens,1057496,190609,40.68955130000,-73.73588280000,B,227th St,120th Ave,119th Ave,,,,,,11411,413,27
18589,01/18/2018,ExteNet I,Approved,CITY,Queens,1056827,192462,40.69464290000,-73.73827520000,B,Linden Blvd,222nd St,223rd St,,,,,,11411,413,27
18587,01/18/2018,ExteNet I,Approved,CITY,Queens,1059775,193861,40.69845810000,-73.72762860000,B,Cross Island Pkwy,231st St,114th Terrace,,,,,,11411,413,27
16792,12/02/2017,Crown Castle Solutions,Approved,CITY,Queens,1057319,191561,40.69216580000,-73.73651070000,B,118th Ave,225th St,226th St,,,,,,11411,413,27
16523,11/27/2017,Extenet II,Approved,UTILITY,Queens,1055154,193307,40.69697570000,-73.74429940000,B,Nashville Blvd,208th St,116th Ave,,,,,,11411,413,27
16517,11/27/2017,Extenet II,Approved,UTILITY,Queens,1054710,194348,40.69983660000,-73.74588970000,B,208th St,115 Ave,116 Ave,,,,,MATHEMATICS SCIENCE RESEARCH & TECHNOLOGY MAGNET HIGH SCHOOL,11411,413,27
16419,11/27/2017,Extenet II,Approved,UTILITY,Queens,1058946,192973,40.69602780000,-73.73062810000,B,229th St,115 Rd,116th Ave,,,,,,11411,413,27
15089,09/06/2017,Crown Castle NG,Installed,UTILITY,Queens,1056294,191962,40.69327480000,-73.74020260000,B,118th Ave,221st St,220 St,,,,,,11411,413,27
15083,09/06/2017,Crown Castle NG,Proposed,UTILITY,Queens,1055887,192513,40.69479050000,-73.74166440000,B,117th Rd,219th St,Springfield Blvd,,,,,,11411,413,27
10544,01/30/2015,Crown Castle NG,Installed,CITY,Queens,1059183,194181,40.69934150000,-73.72976000000,B,228 st,114 Terrace,115 Ave,,,,,,11411,413,27
10539,01/30/2015,Crown Castle NG,Installed,CITY,Queens,1057804,189944,40.68772350000,-73.73477950000,B,120 Ave,229 st,230 st,,,,,,11411,413,27
8740,05/22/2012,Crown Castle NG,Installed,CITY,Queens,1054376,190700,40.68982640000,-73.74713220000,B,Springfield Blvd,121st Ave,120th Ave,,,,,,11411,413,27
8739,05/22/2012,Crown Castle NG,Installed,CITY,Queens,1055921,194709,40.70081770000,-73.74151840000,B,Springfield Blvd,115th Ct,115th Ave,,,,,,11411,413,27
8694,03/27/2012,Crown Castle NG,Installed,UTILITY,Queens,1059442,194219,40.69944360000,-73.72882550000,B,114th Terr,229th Street,228th Street,,,,,,11411,413,27
6916,06/15/2009,Crown Castle NG,Installed,UTILITY,Queens,1056525,191141,40.69101950000,-73.73937840000,B,119th St,223rd St,222nd St,,,,,,11411,413,27
6915,06/15/2009,Crown Castle NG,Installed,UTILITY,Queens,1057991,192701,40.69528920000,-73.73407500000,B,116th Ave,226th St,225th St,,,,,,11411,413,27
4268,04/10/2008,Crown Castle NG,Installed,CITY,Queens,1057771,190018,40.68792690000,-73.73489760000,B,120th Ave,229th St,228th St,,,,,,11411,413,27
22997,01/02/2020,ZenFi,Proposed,UTILITY,Queens,1049525,191433,40.69187540000,-73.76461720000,B,Linden Blvd,Mexico St,Newburg St,,,,,,11412,412,27
