Id,Reservation Date,Franchisee Name ,Pole Class,Borough,X Coord.,Y Coord.,Latitude,Longitude,Zone,On street,Cross street 1,Cross street 2,Park Advisory,Historic Landmark Advisory,Scenic Landmark Advisory,BID Advisory,School Advisory,Construction Completed? (Y/N),Zipcode,Community Board,Council District
14705,04/27/2017,Mobilitie I,CITY,Brooklyn,1021768,186237,40.6777750,-73.8647380,B,Glenmore Avenue,Eldert Avenue,Forbell St,,,,,,Y,11208,305,37
14704,04/27/2017,Mobilitie I,CITY,Brooklyn,1019907,187620,40.6815790,-73.8714400,B,Atlantic Avenue,Crescent Avenue,Autumn Ave,,,,,,Y,11208,305,37
14703,04/27/2017,Mobilitie I,CITY,Brooklyn,1018527,185632,40.6761270,-73.8764260,B,Glenmore Avenue,Logan Street,Fountain Ave,,,,,,Y,11208,305,37
14702,04/27/2017,Mobilitie I,CITY,Brooklyn,1016539,186356,40.6781220,-73.8835890,B,Atlantic Avenue,Linwood Street,Essex St,,,,,,Y,11208,305,37
14054,11/05/2016,Mobilitie II,CITY,Brooklyn,1021120,186600,40.6787740,-73.8670720,B,Liberty Ave,Sheridan Ave,Grant Ave,,,,,,Y,11208,305,37
13550,09/28/2016,Mobilitie I,UTILITY,Brooklyn,1021223,187224,40.6804860,-73.8666980,B,Mckinley Ave,Grant Ave,Sheridan Ave,,,,,,Y,11208,305,37
13549,09/28/2016,Mobilitie I,UTILITY,Brooklyn,1019205,186234,40.6777770,-73.8739780,B,Liberty Ave,Chesnut St,Doscher St,,,,,,Y,11208,305,37
22432,08/31/2019,Mobilitie II,CITY,Queens,1013221,188216,40.6832390,-73.8955440,B,Vermont Street,Vermont Court,Crosby Avenue,,,,,,N,11207,305,37
22011,08/14/2019,ExteNet I,CITY,Brooklyn,1013020,184849,40.6739980,-73.8962830,B,Pennsylvania Ave,Liberty Ave,Glenmore Ave,,,,,W H MAXWELL CAREER & TECHNICAL EDUCATION HIGH SCHOOL,N,11207,305,37
21014,03/15/2019,ZenFi,UTILITY,Brooklyn,1013967,187120,40.6802280,-73.8928590,B,Jamaica Ave,Miller Ave,Van Siclen Ave,,,,,,N,11207,305,37
20925,03/06/2019,ZenFi,UTILITY,Brooklyn,1016174,185591,40.6760240,-73.8849090,B,Cleveland St,Liberty Av,Glenmore Av,,,,,,N,11207,305,37
20753,01/17/2019,ZenFi,UTILITY,Brooklyn,1014037,186203,40.6777110,-73.8926110,B,Miller Av,Fulton St,Atlantic Av,,,,,,Y,11207,305,37
20748,01/17/2019,ZenFi,UTILITY,Brooklyn,1015921,187159,40.6803280,-73.8858140,B,Cleveland St,Arlington Av,Fulton St,,,,,,N,11207,305,37
20747,01/17/2019,ZenFi,UTILITY,Brooklyn,1013652,185513,40.6758180,-73.8940020,B,Wyona St,Atlantic Av,Liberty Av,,,,,,Y,11207,305,37
18617,01/16/2018,Crown Castle NG,UTILITY,Brooklyn,1015421,187242,40.6805580,-73.8876160,B,Warwick St,Arlington Ave,Ridgewood Ave,,,,,,N,11207,305,37
16970,01/20/2018,Mobilitie II,CITY,Brooklyn,1011055,185624,40.6761310,-73.9033640,B,Van Sinderen Avenue,Atlantic Avenue,Herkimer Street,,,,,,Y,11207,305,37
16853,12/11/2017,Crown Castle Solutions,CITY,Brooklyn,1012567,186366,40.6781630,-73.8979090,B,Jamaica Ave,Bushwick Ave,Fanchon Pl,,,,,,N,11207,305,37
15730,11/14/2017,Crown Castle NG,UTILITY,Brooklyn,1015053,187873,40.6822910,-73.8889400,B,Jamaica Ave,Jerome St,Ridgewood Ave,,,,,,N,11207,305,37
15717,11/13/2017,Crown Castle NG,UTILITY,Brooklyn,1015453,184506,40.6730480,-73.8875130,B,Pitkin Ave,Barbey St,Jerome St,,,,,,N,11207,305,37
15716,11/13/2017,Crown Castle NG,UTILITY,Brooklyn,1015260,184131,40.6720190,-73.8882110,B,Schenck Ave,Belmont Ave,Pitkin Ave,,,,,,N,11207,305,37
14687,04/27/2017,Mobilitie I,CITY,Brooklyn,1015183,185888,40.6768420,-73.8884800,B,Atlantic Avenue,Barbey Street,Jerome St,,,,,,Y,11207,305,37
14686,04/27/2017,Mobilitie I,CITY,Brooklyn,1014445,185696,40.6763180,-73.8911420,B,Atlantic Avenue,Van Siclen Avenue,Hendrix St,,,,,,Y,11207,305,37
14477,12/30/2016,Mobilitie I,UTILITY,Brooklyn,1013255,185080,40.6746310,-73.8954350,B,Liberty Ave,New Jersey Ave,Vermont St,,,,,,Y,11207,305,37
14470,12/30/2016,Mobilitie I,UTILITY,Brooklyn,1015844,186204,40.6777070,-73.8860960,B,Atlantic Ave,Ashford St,Warwick St,,,,,,Y,11207,305,37
14040,11/05/2016,Mobilitie II,CITY,Brooklyn,1011436,184722,40.6736540,-73.9019940,B,Liberty Ave,Snediker Ave,Hinsdale St,,,,East Brooklyn BID,,Y,11207,305,37
13983,11/05/2016,Mobilitie II,CITY,Brooklyn,1012666,186273,40.6779080,-73.8975530,B,Pennsylvania Ave,Jamaica Ave,Fulton St,,,,,,Y,11207,305,37
21933,08/14/2019,ExteNet I,CITY,Brooklyn,1010819,190998,40.6908820,-73.9041930,B,Cooper St,Knickerbocker Ave,Irving Ave,,,,,,N,11237,304,37
21932,08/14/2019,ExteNet I,CITY,Brooklyn,1009781,192653,40.6954280,-73.9079300,B,Irving Ave,Hancock St,Weirfield St,,,,,,N,11237,304,37
21921,08/14/2019,ExteNet I,CITY,Brooklyn,1008020,195503,40.7032550,-73.9142700,B,St Nicholas Ave,Greene Ave,Bleecker St,,,,,,N,11237,304,37
21920,08/14/2019,ExteNet I,CITY,Brooklyn,1008240,194601,40.7007790,-73.9134800,B,Wycoff Ave,Grove St,Menahan St,,,,,,N,11237,304,37
20744,01/17/2019,ZenFi,UTILITY,Brooklyn,1008116,193469,40.6976720,-73.9139310,B,Gates Av,Irving Av,Knickerbocker Av,,,,,,N,11237,304,37
18156,12/29/2017,Crown Castle NG,UTILITY,Brooklyn,1007099,195595,40.7035100,-73.9175920,B,Stanhope St,Wyckoff Ave,St Nicholas Ave,,,,,,Y,11237,304,37
18155,12/29/2017,Crown Castle NG,UTILITY,Brooklyn,1006444,195141,40.7022660,-73.9199560,B,Irving Ave,Stockholm St,Stanhope St,,,,,,N,11237,304,37
16947,01/20/2018,Mobilitie II,CITY,Brooklyn,1005598,194874,40.7015350,-73.9230080,B,Knickerbocker Avenue,Hart Street,Dekalb Aveue,,,,,,Y,11237,304,37
15740,11/14/2017,Crown Castle NG,UTILITY,Brooklyn,1007859,195623,40.7035850,-73.9148510,B,St Nicholas Ave,Harman St,Greene Ave,,,,,,N,11237,304,37
15647,12/01/2017,ExteNet I,CITY,Brooklyn,1009930,191639,40.6926440,-73.9073970,B,Knickerbocker Ave,Eldert St,Halsey St,,,,,,Y,11237,304,37
14909,05/04/2017,Crown Castle NG,CITY,Brooklyn,1007825,194909,40.7016250,-73.9149760,B,Wyckoff Ave,Bleecker St,Greene Ave,,,,,,N,11237,304,37
14699,04/27/2017,Mobilitie I,CITY,Brooklyn,1008922,194105,40.6994160,-73.9110220,B,Wyckoff Street,Palmetto Street,Madison St,,,,,,Y,11237,304,37
14012,11/05/2016,Mobilitie II,CITY,Brooklyn,1008948,193277,40.6971430,-73.9109320,B,Irving Ave,Madison St,Putnman Ave,,,,,,Y,11237,304,37
13974,11/05/2016,Mobilitie II,CITY,Brooklyn,1009576,192806,40.6958480,-73.9086690,B,Irving Ave,Jefferson Ave,Hancock St,,,,,,Y,11237,304,37
13969,11/05/2016,Mobilitie II,CITY,Brooklyn,1006225,194405,40.7002460,-73.9207480,B,Knickerbocker Ave,Stanhope St,Himrod St,,,,,,Y,11237,304,37
13923,11/05/2016,Mobilitie II,CITY,Brooklyn,1007184,193162,40.6968320,-73.9172930,B,Grove St,Wilson Ave,Knickerbocker Ave,,,,,,Y,11237,304,37
13555,09/28/2016,Mobilitie I,UTILITY,Brooklyn,1006243,195316,40.7027470,-73.9206800,B,Dekalb Av,Irving Av,Wyckoff Av,,,,,,Y,11237,304,37
13554,09/28/2016,Mobilitie I,UTILITY,Brooklyn,1007042,194708,40.7010760,-73.9178000,B,Harman St,Irving Av,Wyckoff Av,,,,,,Y,11237,304,37
13551,09/28/2016,Mobilitie I,UTILITY,Brooklyn,1011210,191528,40.6923360,-73.9027810,B,Cooper St,Irving Av,Knickerbocker Ave,,,,,,Y,11237,304,37
21930,08/14/2019,ExteNet I,CITY,Brooklyn,1008588,189304,40.6862390,-73.9122440,B,Bushwick Ave,Covert St,Schaefer St,,,,,,N,11207,304,37
15967,12/21/2017,Crown Castle NG,CITY,Brooklyn,1010878,187596,40.6815440,-73.9039940,B,Bushwick Ave,Vanderveer St,Stewart St,,,,,,N,11207,304,37
14698,04/27/2017,Mobilitie I,CITY,Brooklyn,1009153,190495,40.6895070,-73.9102030,B,Central Avenue,Eldert Street,Covert St,,,,,EVERGREEN MIDDLE SCHOOL FOR URBAN EXPLORATION,Y,11207,304,37
14697,04/27/2017,Mobilitie I,CITY,Brooklyn,1008377,189458,40.6866620,-73.9130040,B,Bushwick Avenue,Eldert Street,Covert St,,,,,,Y,11207,304,37
21929,08/14/2019,ExteNet I,CITY,Brooklyn,1007491,192636,40.6953880,-73.9161880,B,Gates Ave,Wilson Ave,Knickerbocker Ave,,,,,IS 291,N,11221,304,37
21928,08/14/2019,ExteNet I,CITY,Brooklyn,1007471,190966,40.6908040,-73.9162660,B,Evergreen Ave,Putnam St,Madison St,,,,,,N,11221,304,37
21927,08/14/2019,ExteNet I,CITY,Brooklyn,1007301,191930,40.6934500,-73.9168760,B,Central Ave,Palmetto St,Wilson Ave,,,,,,N,11221,304,37
21926,08/14/2019,ExteNet I,CITY,Brooklyn,1005309,193629,40.6981190,-73.9240540,B,Stockholm St,Myrtle Ave,Central Ave,,,,,,N,11221,304,37
16945,01/20/2018,Mobilitie II,CITY,Brooklyn,1007902,191426,40.6920650,-73.9147100,B,Central Avenue,Putnam Avenue,Cornelia Street,,,,,,Y,11221,304,37
14917,05/04/2017,Crown Castle NG,CITY,Brooklyn,1006154,194409,40.7002570,-73.9210040,B,Knickerbocker Ave,Stanhope St,Stockholm St,,,,,,Y,11221,304,37
14685,04/27/2017,Mobilitie I,CITY,Brooklyn,1008745,191689,40.6927850,-73.9116700,B,Wilson Avenue,Jefferson Avenue,Hancock St,,,,,,Y,11221,304,37
21943,08/14/2019,Crown Castle Solutions,CITY,Queens,1043844,213261,40.7518280,-73.7849100,B,196th St,47th Ave,48th Ave,,,,,,N,11358,411,20
16317,11/21/2017,Extenet II,UTILITY,Queens,1044965,213253,40.7517980,-73.7808640,B,Weeks Ln,Francis Lewis Blvd,48th Ave,,,,,,N,11358,411,20
16313,11/21/2017,Extenet II,UTILITY,Queens,1041839,213526,40.7525690,-73.7921440,B,Utopia Pkwy,Hollis CT Blvd,188th St,,,,,,N,11358,411,20
17967,12/29/2017,Extenet II,CITY,Queens,1045361,213009,40.7511260,-73.7794370,B,Francis Lewis Blvd,48th Ave,50th Ave,,,,,,N,11364,411,20
23657,02/28/2020,Crown Castle Fiber,UTILITY,Queens,1040705,209808,40.7423710,-73.7962680,B,Fresh Meadows Ln,Booth Memorial Ave,56th Ave,,,,,,N,11365,411,20
23493,02/11/2020,Crown Castle Fiber,UTILITY,Queens,1044930,212831,40.7506400,-73.7809940,B,49th Ave,Weeks Ln,Francis Lewis Blvd,,,,,,N,11365,411,20
22228,08/23/2019,Extenet II,CITY,Queens,1044748,211839,40.7479190,-73.7816600,B,53rd Ave,Hollis Ct Blvd,197th St,,,,,,N,11365,411,20
21948,08/14/2019,Crown Castle Solutions,CITY,Queens,1043718,211464,40.7468960,-73.7853800,B,53rd Ave,193rd St,194th St,,,,,,N,11365,411,20
21941,08/14/2019,Crown Castle Solutions,CITY,Queens,1042005,211495,40.7469930,-73.7915620,B,186th St,Underhill Ave,Utopia Pkwy,,,,,,N,11365,411,20
21940,08/14/2019,Crown Castle Solutions,CITY,Queens,1042672,211894,40.7480840,-73.7891520,B,189th St,48th Ave,50th Ave,,,,,,N,11365,411,20
20977,03/07/2019,Extenet II,UTILITY,Queens,1044594,211058,40.7457760,-73.7822230,B,56 Av,196 St,195 St,,,,,,N,11365,411,20
17744,12/29/2017,Extenet II,CITY,Queens,1044295,212918,40.7508830,-73.7832850,B,48th Ave,196th Pl,Weeks Ln,,,,,,N,11365,411,20
17736,12/29/2017,Extenet II,CITY,Queens,1044848,212460,40.7496230,-73.7812930,B,Weeks Ln,50th Ave,51st Ave,,,,,,N,11365,411,20
16315,11/21/2017,Extenet II,UTILITY,Queens,1043959,212296,40.7491780,-73.7845030,B,195th St,Hollis CT Blvd,48th Ave,,,,,,N,11365,411,20
16311,11/21/2017,Extenet II,UTILITY,Queens,1044396,211736,40.7476380,-73.7829310,B,196th St,53 Ave,Hollis CT Blvd,,,,,,N,11365,411,20
15064,09/06/2017,Crown Castle NG,UTILITY,Queens,1040525,209619,40.7418530,-73.7969190,B,Booth Memorial Ave,Fresh Meadow Ln,174th St,,,,,FRANCIS LEWIS HIGH SCHOOL,N,11365,411,20
13565,09/28/2016,Mobilitie I,UTILITY,Queens,1041630,209312,40.7410030,-73.7929340,B,Utopia Pkwy,Booth Memorial Ave,182nd St,,,,,FRANCIS LEWIS HIGH SCHOOL,Y,11365,411,20
23774,04/27/2020,Crown Castle Fiber,UTILITY,Queens,1033270,217640,40.7639120,-73.8230420,B,Parsons Blvd,37th Ave,Northern Blvd,,,,,,N,11354,407,20
20627,12/10/2018,Extenet II,UTILITY,Queens,1030269,215625,40.7583980,-73.8338890,B,Roosevelt Ave,College Pt Blvd,Prince St,,,,,,N,11354,407,20
20475,11/08/2018,Extenet II,UTILITY,Queens,1030867,217703,40.7640980,-73.8317160,B,Farrington St,35 Ave,Northern Blvd,,,,,,N,11354,407,20
19952,08/02/2018,Crown Castle NG,UTILITY,Queens,1035388,219457,40.7688870,-73.8153820,B,33rd Ave,150th St,150th Pl,,,,,,N,11354,407,20
19946,08/02/2018,Crown Castle NG,UTILITY,Queens,1033422,218811,40.7671250,-73.8224850,B,34th Ave.,145th St.,145th Pl.,,,,,,N,11354,407,20
19944,08/02/2018,Crown Castle NG,UTILITY,Queens,1029851,218696,40.7668290,-73.8353770,B,Downing St,32nd St,33rd Ave,,,,,,N,11354,407,20
19943,08/02/2018,Crown Castle NG,UTILITY,Queens,1036021,218387,40.7659470,-73.8131050,B,Murray St,35th Ave,Northern Blvd,,,,,,N,11354,407,20
19939,08/02/2018,Crown Castle NG,UTILITY,Queens,1030433,217742,40.7642070,-73.8332830,B,Prince St,35th Ave,Linnaeus Pl,,,,,,N,11354,407,20
18434,01/10/2018,Crown Castle NG,UTILITY,Queens,1030478,217084,40.7624010,-73.8331250,B,Prince St,36th Ave,Northern Blvd,,,,Downtown Flushing,,N,11354,407,20
17965,12/29/2017,Extenet II,CITY,Queens,1033265,220993,40.7731150,-73.8230360,B,28th Ave,146th St,Parsons Blvd,,,,,,N,11354,407,20
17762,12/29/2017,Extenet II,CITY,Queens,1034590,218599,40.7665370,-73.8182700,B,35th Ave,148th St,149th St,,,,,,N,11354,407,20
17716,12/29/2017,Extenet II,CITY,Queens,1032706,217013,40.7621940,-73.8250820,B,Bowne St,38th Ave,37th Ave,,,,,,N,11354,407,20
17291,12/12/2017,Crown Castle NG,CITY,Queens,1030387,215947,40.7592810,-73.8334610,B,39th Ave,College Point Blvd,Prince St,,,,Downtown Flushing,,N,11354,407,20
17139,01/08/2018,Mobilitie II,CITY,Queens,1031717,217676,40.7640190,-73.8286480,B,Northern Boulevard,Leavitt Street,Union Street,,,,,,Y,11354,407,20
17038,12/02/2017,Crown Castle Solutions,CITY,Queens,1030192,215166,40.7571380,-73.8341700,B,40th Rd,College Point Blvd,Dead End,,,,,,N,11354,407,20
17006,01/08/2018,Mobilitie II,CITY,Queens,1032293,221141,40.7735270,-73.8265440,B,Union Street,28th Avenue,26th Avenue,,,,,,Y,11354,407,20
16304,11/21/2017,Extenet II,UTILITY,Queens,1029915,218406,40.7660320,-73.8351480,B,Downing St,33rd Ave,32nd Ave,,,,,,N,11354,407,20
16298,11/21/2017,Extenet II,UTILITY,Queens,1034817,219516,40.7690520,-73.8174430,B,33rd Ave,145th St,149th st,,,,,,N,11354,407,20
15795,11/14/2017,Crown Castle NG,UTILITY,Queens,1032237,216867,40.7617960,-73.8267760,B,38th Ave,Union St,Bowne St,,,,,,N,11354,407,20
15467,11/22/2017,Mobilitie I,CITY,Queens,1036405,218814,40.7671160,-73.8117160,B,153rd Street,34th Avenue,35th Avenue,,,,,,Y,11354,407,20
15466,11/22/2017,Mobilitie I,CITY,Queens,1034337,217536,40.7636210,-73.8191910,B,38th Avenue,147th Street,Parsons Boulevard,,,,,,Y,11354,407,20
15411,11/22/2017,Mobilitie I,CITY,Queens,1033232,222288,40.7766700,-73.8231450,B,144th Place,Willets Point Boulevard,25th Road,,,,,,Y,11354,407,20
15087,09/06/2017,Crown Castle NG,UTILITY,Queens,1031955,218146,40.7653080,-73.8277850,B,Union St,35th Ave,Northern Blvd,,,,,VERITAS ACADEMY HIGH SCHOOL,N,11354,407,20
15063,09/06/2017,Crown Castle NG,UTILITY,Queens,1030351,216743,40.7614660,-73.8335850,B,36th Rd,Bud Pl,Prince St,,,,,,N,11354,407,20
15062,09/06/2017,Crown Castle NG,UTILITY,Queens,1029891,215713,40.7586410,-73.8352530,B,Janet Pl,39th Ave,Roosevelt Ave,,,,,,N,11354,407,20
14838,04/28/2017,Crown Castle Solutions,CITY,Queens,1032196,216576,40.7609980,-73.8269270,B,Union St,39th Ave,Roosevelt Ave,,,,,,N,11354,407,20
14787,04/28/2017,Crown Castle Solutions,CITY,Queens,1031491,216658,40.7612260,-73.8294710,B,138th St,38th Ave,37th Ave,,,,,,N,11354,407,20
14784,04/28/2017,Crown Castle Solutions,CITY,Queens,1031842,216258,40.7601270,-73.8282070,B,Roosevelt Ave,Union St,Main St,,,,Downtown Flushing,,N,11354,407,20
14782,04/28/2017,Crown Castle Solutions,CITY,Queens,1029922,216385,40.7604850,-73.8351370,B,College Point Blvd,37th Avenue,36th Rd,,,,,,N,11354,407,20
14276,10/28/2016,Mobilitie I,UTILITY,Queens,1030596,216517,40.7608440,-73.8327030,B,Prince St,37th Ave,38th Ave,,,,,,Y,11354,407,20
13603,09/28/2016,Mobilitie I,UTILITY,Queens,1031154,217981,40.7648590,-73.8306780,B,Linden Pl,35th Ave,34th Ave,,,,,,Y,11354,407,20
19923,08/02/2018,Crown Castle NG,UTILITY,Queens,1038533,215984,40.7593360,-73.8040560,B,162nd St,43rd Ave,Sanford Ave,,,,,,N,11358,407,20
19402,06/18/2018,Extenet II,UTILITY,Queens,1038822,212638,40.7501500,-73.8030400,B,164th St,Pidgeon Meadow Rd,Oak Ave,,,,,,N,11358,407,20
17681,12/29/2017,Extenet II,CITY,Queens,1039665,212191,40.7489180,-73.8000010,B,Lithonia Ave,168th St,167th St,,,,,,N,11358,407,20
17132,01/08/2018,Mobilitie II,CITY,Queens,1037863,214994,40.7566230,-73.8064830,B,45th Avenue,160th Street,159th Street,,,,,,Y,11358,407,20
13567,09/28/2016,Mobilitie I,UTILITY,Queens,1038901,214845,40.7562080,-73.8027370,B,164th St,45th Ave,46th Ave,,,,,,Y,11358,407,20
23619,02/24/2020,Crown Castle Fiber,UTILITY,Queens,1034818,213703,40.7530970,-73.8174830,B,Bowne St,45th Ave,Holly Ave,,,,,,N,11355,407,20
22226,08/23/2019,Extenet II,CITY,Queens,1030450,214568,40.7554950,-73.8332430,B,College Point Blvd,41st Rd,Sanford Ave,,,,,,N,11355,407,20
20630,12/10/2018,Extenet II,UTILITY,Queens,1030275,213838,40.7534930,-73.8338800,B,Maple Ave,Haight St,College Pt Blvd,,,,,,N,11355,407,20
20216,08/02/2018,Crown Castle NG,UTILITY,Queens,1030126,211178,40.7461920,-73.8344360,B,58th Ave,College Pt Blvd,Lawrence St,,,,,,N,11355,407,20
19933,08/02/2018,Crown Castle NG,UTILITY,Queens,1035974,216610,40.7610690,-73.8132890,B,150th St,Sanford ave,Barclay Ave,,,,,,N,11355,407,20
19926,08/02/2018,Crown Castle NG,UTILITY,Queens,1035433,216410,40.7605240,-73.8152430,B,149th St,Sanford Ave,Barclay Ave,,,,,,N,11355,407,20
19913,08/02/2018,Crown Castle NG,UTILITY,Queens,1031517,213538,40.7526630,-73.8293990,B,Saull St,Blossom Ave,Avery Ave,,,,,,N,11355,407,20
19912,08/02/2018,Crown Castle NG,UTILITY,Queens,1035372,213774,40.7532890,-73.8154830,B,Burling St,Holly Ave,Hawthorne Ave,,,,,,N,11355,407,20
19908,08/02/2018,Crown Castle NG,UTILITY,Queens,1036990,213325,40.7520470,-73.8096470,B,Laburnum Ave,157th St,158th St,,,,,,N,11355,407,20
19904,08/02/2018,Crown Castle NG,UTILITY,Queens,1036367,212022,40.7484740,-73.8119060,B,Quince Ave,Bowne St,Parsons Blvd,,,,,,N,11355,407,20
19215,03/26/2018,Crown Castle NG,UTILITY,Queens,1033986,215192,40.7571890,-73.8204750,B,Ash Ave,Syringa Pl,Magnolia Pl,,,,,,N,11355,407,20
17879,12/22/2017,Crown Castle Fiber,CITY,Queens,1031722,214986,40.7566360,-73.8286490,B,Main St,Sanford Ave,Maple Ave,,,,,,N,11355,407,20
17676,12/29/2017,Extenet II,CITY,Queens,1030630,213479,40.7525050,-73.8326010,B,College Point Blvd,Avery Ave,Maple Ave,,,,,,N,11355,407,20
17442,12/12/2017,Crown Castle NG,CITY,Queens,1032510,214849,40.7562560,-73.8258060,B,Kissena Blvd,Maple Ave,Franklin Ave,Maple Playground,,,,,N,11355,407,20
17287,12/12/2017,Crown Castle NG,CITY,Queens,1032083,214692,40.7558270,-73.8273480,B,Maple Ave,Main St,Kissena Blvd,,,,,,N,11355,407,20
17283,12/12/2017,Crown Castle NG,CITY,Queens,1032124,214179,40.7544190,-73.8272040,B,Franklin Ave,Colden St,Main St,,,,,,N,11355,407,20
17191,12/06/2017,Mobilitie I,UTILITY,Queens,1032735,211174,40.7461670,-73.8250200,B,Booth Memorial Ave,141st St,Main St,,,,,,Y,11355,407,20
17166,01/08/2018,Mobilitie II,CITY,Queens,1032570,209954,40.7428200,-73.8256240,B,Main Street,Horace Harding Expressway,60th Avenue,,,,,,Y,11355,407,20
17099,12/12/2017,Crown Castle NG,CITY,Queens,1032064,215529,40.7581250,-73.8274100,B,Barclay Ave,Kissena Blvd,Union St,,,,Downtown Flushing,,N,11355,407,20
16988,01/08/2018,Mobilitie II,CITY,Queens,1034281,215486,40.7579940,-73.8194080,B,Parsons Boulevard,Ash Avenue,Franklin Avenue,,,,,,Y,11355,407,20
16309,11/21/2017,Extenet II,UTILITY,Queens,1035452,208981,40.7401330,-73.8152310,B,Kissena Blvd,60 Ave,59 Ave,,,,,,N,11355,407,20
16297,11/21/2017,Extenet II,UTILITY,Queens,1032030,210130,40.7433060,-73.8275720,B,60th Ave,Main St,138 st,,,,,,N,11355,407,20
16296,11/21/2017,Extenet II,UTILITY,Queens,1031170,211888,40.7481360,-73.8306630,B,134th St,Booth Memorial Ave,Elder Ave,,,,,,N,11355,407,20
16295,11/21/2017,Extenet II,UTILITY,Queens,1031480,211269,40.7464350,-73.8295480,B,57th Rd,134th St,136th St,,,,,,N,11355,407,20
16293,11/21/2017,Extenet II,UTILITY,Queens,1031397,214348,40.7548860,-73.8298260,B,Maple Ave,Main St,Frame Pl,,,,,,N,11355,407,20
15792,11/14/2017,Crown Castle NG,UTILITY,Queens,1032523,215711,40.7586210,-73.8257520,B,Barclay Ave,Union St,41st Ave,,,,,,N,11355,407,20
15410,11/22/2017,Mobilitie I,CITY,Queens,1031574,210955,40.7455730,-73.8292110,B,58th Avenue,136th Street,138th Street,,,,,PS 120,Y,11355,407,20
13827,10/24/2016,Mobilitie II,CITY,Queens,1029725,213265,40.7519230,-73.8358690,B,131st St,Avery Ave,Fowler Ave,,,,,,Y,11355,407,20
21950,08/14/2019,Crown Castle Solutions,CITY,Queens,1039461,212174,40.7488730,-73.8007380,B,Lithonia Ave,167th St,168th St,,,,,,N,11365,407,20
19902,08/02/2018,Crown Castle NG,UTILITY,Queens,1038880,211287,40.7464420,-73.8028420,B,Underhill Ave,164th St,168th St,,,,,,N,11365,407,20
19899,08/02/2018,Crown Castle NG,UTILITY,Queens,1038447,209144,40.7405630,-73.8044220,B,164th St,59th Ave,Booth Memorial Ave,,,,,,N,11365,407,20
19485,07/09/2018,Extenet II,UTILITY,Queens,1036316,209918,40.7427000,-73.8121060,B,Booth Memorial,156th St.,155th St.,Kissena Park,,,,,N,11365,407,20
19227,03/27/2018,Crown Castle NG,UTILITY,Queens,1037087,209174,40.7406530,-73.8093300,B,159th St,59th Ave,Booth Memorial Ave,,,,,,N,11365,407,20
19182,03/23/2018,Crown Castle NG,UTILITY,Queens,1040418,211907,40.7481340,-73.7972860,B,Lithonia Ave,170th Pl,171st St,,,,,,N,11365,407,20
17961,12/29/2017,Extenet II,CITY,Queens,1038474,210385,40.7439690,-73.8043150,B,164th St,Booth Memorial Ave,Underhill Ave,,,,,,N,11365,407,20
17764,12/29/2017,Extenet II,CITY,Queens,1039590,211419,40.7468000,-73.8002790,B,Underhill Ave,168th St,164th St,,,,,,N,11365,407,20
16290,11/21/2017,Extenet II,UTILITY,Queens,1036978,212120,40.7487400,-73.8097000,B,Rose Ave,Oak Ave,Kissena Blvd,Kissena Park,,,,,N,11365,407,20
17449,12/12/2017,Crown Castle NG,CITY,Brooklyn,996994,175928,40.6495490,-73.9540740,B,Erasmus St,Lott St,Veronica Pl,,,,,,N,11226,317,40
17410,12/12/2017,Crown Castle NG,CITY,Brooklyn,998743,176447,40.6509710,-73.9477700,B,Church Ave,Raleigh Pl,Fairview Pl,,,,,,N,11226,317,40
17107,12/12/2017,Crown Castle NG,CITY,Brooklyn,996505,176629,40.6514740,-73.9558350,B,Bedford Ave,Martense St,Linden Blvd,,,,,,N,11226,317,40
17105,12/12/2017,Crown Castle NG,CITY,Brooklyn,996525,176255,40.6504470,-73.9557640,B,Bedford Ave,Church Ave,Erasmus St,,,,,,N,11226,317,40
16841,01/08/2018,Mobilitie II,CITY,Brooklyn,997362,177579,40.6540800,-73.9527450,B,Rogers Avenue,Lenox Road,Clarkson Avenue,,,,,,Y,11226,317,40
16743,01/08/2018,Mobilitie II,CITY,Brooklyn,997416,177035,40.6525870,-73.9525510,B,Linden Boulevard,Rogers Avenue,Nostrand Avenue,,,,,,N,11226,317,40
16723,01/08/2018,Mobilitie II,CITY,Brooklyn,996856,174008,40.6442790,-73.9545750,B,Bedford Avenue,Cortelyou Road,Beverly Road,,,,,,N,11226,317,40
16534,12/02/2017,Crown Castle Solutions,CITY,Brooklyn,998461,176709,40.6516910,-73.9487860,B,Martense St,Fairview Pl,Nostrand Ave,,,,,,N,11226,317,40
16255,12/02/2017,Crown Castle Solutions,CITY,Brooklyn,997982,176399,40.6508410,-73.9505130,B,Church Ave,Nostrand Ave,Lloyd St,,,,,,N,11226,317,40
16254,12/02/2017,Crown Castle Solutions,CITY,Brooklyn,998591,175751,40.6490610,-73.9483190,B,Snyder Ave,E 31st St,E 32nd St,,,,,,N,11226,317,40
14996,05/12/2017,ZenFi,CITY,Brooklyn,999012,176407,40.6508610,-73.9468010,B,Church Avenue,New York Avenue,East 32nd Street,,,,,,Y,11226,317,40
14729,05/10/2017,Mobilitie II,CITY,Brooklyn,998505,176754,40.6518140,-73.9486270,B,Martense Street,Fairview Pl,Raleigh Place,,,,,,Y,11226,317,40
